ReportDt,StateCd,RsdsInSrvcDstrctNm,LGANm2020,PrtcpntCnt
31MAR2026,WA,Midwest-Gascoyne,Upper Gascoyne (S),<11
31MAR2026,WA,Midwest-Gascoyne,Wiluna (S),<11
31MAR2026,WA,Midwest-Gascoyne,Yalgoo (S),<11
31MAR2026,WA,North East Metro,Bassendean (T),576
31MAR2026,WA,North East Metro,Bayswater (C),1576
31MAR2026,WA,North East Metro,Kalamunda (C),1500
31MAR2026,WA,North East Metro,Mundaring (S),1125
31MAR2026,WA,North East Metro,Swan (C),5256
31MAR2026,WA,North Metro,Joondalup (C),3648
31MAR2026,WA,North Metro,Wanneroo (C),6142
31MAR2026,WA,Other,WA - Other,26
31MAR2026,WA,South East Metro,Belmont (C),979
31MAR2026,WA,South East Metro,Canning (C),2145
31MAR2026,WA,South East Metro,Gosnells (C),3697
31MAR2026,WA,South East Metro,Victoria Park (T),811
31MAR2026,WA,South Metro,Armadale (C),2987
31MAR2026,WA,South Metro,Mandurah (C),2730
31MAR2026,WA,South Metro,Murray (S),545
31MAR2026,WA,South Metro,Rockingham (C),4474
31MAR2026,WA,South Metro,Serpentine-Jarrahdale (S),967
31MAR2026,WA,South West,Augusta-Margaret River (S),432
31MAR2026,WA,South West,Boyup Brook (S),30
31MAR2026,WA,South West,Bridgetown-Greenbushes (S),181
31MAR2026,WA,South West,Bunbury (C),1140
31MAR2026,WA,South West,Busselton (C),1145
31MAR2026,WA,South West,Capel (S),572
31MAR2026,WA,South West,Collie (S),263
31MAR2026,WA,South West,Dardanup (S),415
31MAR2026,WA,South West,Donnybrook-Balingup (S),172
31MAR2026,WA,South West,Harvey (S),787
31MAR2026,WA,South West,Manjimup (S),251
31MAR2026,WA,South West,Nannup (S),26
31MAR2026,WA,South West,Waroona (S),88
31MAR2026,WA,Wheat Belt,Beverley (S),31
31MAR2026,WA,Wheat Belt,Boddington (S),40
31MAR2026,WA,Wheat Belt,Brookton (S),24
31MAR2026,WA,Wheat Belt,Bruce Rock (S),21
31MAR2026,WA,Wheat Belt,Chittering (S),137
31MAR2026,WA,Wheat Belt,Corrigin (S),14
31MAR2026,WA,Wheat Belt,Cuballing (S),23
31MAR2026,WA,Wheat Belt,Cunderdin (S),38
31MAR2026,WA,Wheat Belt,Dalwallinu (S),12
31MAR2026,WA,Wheat Belt,Dandaragan (S),58
31MAR2026,WA,Wheat Belt,Dowerin (S),17
31MAR2026,WA,Wheat Belt,Dumbleyung (S),<11
31MAR2026,WA,Wheat Belt,Gingin (S),120
31MAR2026,WA,Wheat Belt,Goomalling (S),12
31MAR2026,WA,Wheat Belt,Kellerberrin (S),25
31MAR2026,WA,Wheat Belt,Kondinin (S),13
31MAR2026,WA,Wheat Belt,Koorda (S),<11
31MAR2026,WA,Wheat Belt,Kulin (S),13
31MAR2026,WA,Wheat Belt,Lake Grace (S),18
31MAR2026,WA,Wheat Belt,Merredin (S),63
31MAR2026,WA,Wheat Belt,Moora (S),54
31MAR2026,WA,Wheat Belt,Mount Marshall (S),<11
31MAR2026,WA,Wheat Belt,Mukinbudin (S),<11
31MAR2026,WA,Wheat Belt,Narembeen (S),<11
31MAR2026,WA,Wheat Belt,Narrogin (S),109
31MAR2026,WA,Wheat Belt,Northam (S),354
31MAR2026,WA,Wheat Belt,Nungarin (S),<11
31MAR2026,WA,Wheat Belt,Pingelly (S),34
31MAR2026,WA,Wheat Belt,Quairading (S),17
31MAR2026,WA,Wheat Belt,Tammin (S),<11
31MAR2026,WA,Wheat Belt,Toodyay (S),115
31MAR2026,WA,Wheat Belt,Trayning (S),<11
31MAR2026,WA,Wheat Belt,Victoria Plains (S),12
31MAR2026,WA,Wheat Belt,Wagin (S),24
31MAR2026,WA,Wheat Belt,Wandering (S),<11
31MAR2026,WA,Wheat Belt,West Arthur (S),11
31MAR2026,WA,Wheat Belt,Westonia (S),<11
31MAR2026,WA,Wheat Belt,Wickepin (S),13
31MAR2026,WA,Wheat Belt,Williams (S),15
31MAR2026,WA,Wheat Belt,Wongan-Ballidu (S),27
31MAR2026,WA,Wheat Belt,Wyalkatchem (S),12
31MAR2026,WA,Wheat Belt,Yilgarn (S),19
31MAR2026,WA,Wheat Belt,York (S),91
31DEC2025,ACT,ACT,Unincorporated ACT,12430
31DEC2025,ACT,Other,ACT - Other,<11
31DEC2025,MIS,Other,MIS - Other,12
31DEC2025,NSW,Central Coast,Central Coast (C) (NSW),12905
31DEC2025,NSW,Far West,Balranald (A),66
31DEC2025,NSW,Far West,Broken Hill (C),680
31DEC2025,NSW,Far West,Central Darling (A),43
31DEC2025,NSW,Far West,Wentworth (A),230
31DEC2025,NSW,Hunter New England,Armidale Regional (A),922
31DEC2025,NSW,Hunter New England,Cessnock (C),3042
31DEC2025,NSW,Hunter New England,Dungog (A),306
31DEC2025,NSW,Hunter New England,Glen Innes Severn (A),241
31DEC2025,NSW,Hunter New England,Gunnedah (A),372
31DEC2025,NSW,Hunter New England,Gwydir (A),98
31DEC2025,NSW,Hunter New England,Inverell (A),589
31DEC2025,NSW,Hunter New England,Lake Macquarie (C),8565
31DEC2025,NSW,Hunter New England,Liverpool Plains (A),214
31DEC2025,NSW,Hunter New England,Maitland (C),4857
31DEC2025,NSW,Hunter New England,Mid-Coast (A),3229
31DEC2025,NSW,Hunter New England,Moree Plains (A),322
31DEC2025,NSW,Hunter New England,Muswellbrook (A),637
31DEC2025,NSW,Hunter New England,Narrabri (A),325
31DEC2025,NSW,Hunter New England,Newcastle (C),6242
31DEC2025,NSW,Hunter New England,Port Stephens (A),2773
31DEC2025,NSW,Hunter New England,Singleton (A),837
31DEC2025,NSW,Hunter New England,Tamworth Regional (A),2339
31DEC2025,NSW,Hunter New England,Tenterfield (A),157
31DEC2025,NSW,Hunter New England,Upper Hunter Shire (A),330
31DEC2025,NSW,Hunter New England,Uralla (A),165
31DEC2025,NSW,Hunter New England,Walcha (A),39
31DEC2025,NSW,Illawarra Shoalhaven,Kiama (A),411
31DEC2025,NSW,Illawarra Shoalhaven,Shellharbour (C),2719
31DEC2025,NSW,Illawarra Shoalhaven,Shoalhaven (C),3439
31DEC2025,NSW,Illawarra Shoalhaven,Wollongong (C),6444
31DEC2025,NSW,Mid North Coast,Bellingen (A),406
31DEC2025,NSW,Mid North Coast,Coffs Harbour (C),2695
31DEC2025,NSW,Mid North Coast,Kempsey (A),1544
31DEC2025,NSW,Mid North Coast,Nambucca Valley (A),781
31DEC2025,NSW,Mid North Coast,Port Macquarie-Hastings (A),3864
31DEC2025,NSW,Murrumbidgee,Albury (C),2464
31DEC2025,NSW,Murrumbidgee,Berrigan (A),238
31DEC2025,NSW,Murrumbidgee,Bland (A),103
31DEC2025,NSW,Murrumbidgee,Carrathool (A),43
31DEC2025,NSW,Murrumbidgee,Coolamon (A),111
31DEC2025,NSW,Murrumbidgee,Cootamundra-Gundagai Regional (A),336
31DEC2025,NSW,Murrumbidgee,Edward River (A),290
31DEC2025,NSW,Murrumbidgee,Federation (A),369
31DEC2025,NSW,Murrumbidgee,Greater Hume Shire (A),406
31DEC2025,NSW,Murrumbidgee,Griffith (C),603
31DEC2025,NSW,Murrumbidgee,Hay (A),74
31DEC2025,NSW,Murrumbidgee,Hilltops (A),573
31DEC2025,NSW,Murrumbidgee,Junee (A),205
31DEC2025,NSW,Murrumbidgee,Leeton (A),300
31DEC2025,NSW,Murrumbidgee,Lockhart (A),106
31DEC2025,NSW,Murrumbidgee,Murray River (A),273
31DEC2025,NSW,Murrumbidgee,Murrumbidgee (A),71
31DEC2025,NSW,Murrumbidgee,Narrandera (A),200
31DEC2025,NSW,Murrumbidgee,Snowy Valleys (A),393
31DEC2025,NSW,Murrumbidgee,Temora (A),158
31DEC2025,NSW,Murrumbidgee,Wagga Wagga (C),2369
31DEC2025,NSW,Nepean Blue Mountains,Blue Mountains (C),2733
31DEC2025,NSW,Nepean Blue Mountains,Hawkesbury (C),1999
31DEC2025,NSW,Nepean Blue Mountains,Lithgow (C),716
31DEC2025,NSW,Nepean Blue Mountains,Penrith (C),8105
31DEC2025,NSW,North Sydney,Hornsby (A),3028
31DEC2025,NSW,North Sydney,Hunters Hill (A),195
31DEC2025,NSW,North Sydney,Ku-ring-gai (A),1945
31DEC2025,NSW,North Sydney,Lane Cove (A),595
31DEC2025,NSW,North Sydney,Mosman (A),287
31DEC2025,NSW,North Sydney,North Sydney (A),736
31DEC2025,NSW,North Sydney,Northern Beaches (A),4447
31DEC2025,NSW,North Sydney,Ryde (C),2587
31DEC2025,NSW,North Sydney,Willoughby (C),1060
31DEC2025,NSW,Northern NSW,Ballina (A),1656
31DEC2025,NSW,Northern NSW,Byron (A),812
31DEC2025,NSW,Northern NSW,Clarence Valley (A),1981
31DEC2025,NSW,Northern NSW,Kyogle (A),306
31DEC2025,NSW,Northern NSW,Lismore (C),2046
31DEC2025,NSW,Northern NSW,Richmond Valley (A),988
31DEC2025,NSW,Northern NSW,Tweed (A),3188
31DEC2025,NSW,Other,NSW - Other,15
31DEC2025,NSW,Other,Unincorporated NSW,18
31DEC2025,NSW,South Eastern Sydney,Bayside (A),3219
31DEC2025,NSW,South Eastern Sydney,Georges River (A),2901
31DEC2025,NSW,South Eastern Sydney,Randwick (C),2616
31DEC2025,NSW,South Eastern Sydney,Sutherland Shire (A),5138
31DEC2025,NSW,South Eastern Sydney,Waverley (A),850
31DEC2025,NSW,South Eastern Sydney,Woollahra (A),534
31DEC2025,NSW,South Western Sydney,Camden (A),4248
31DEC2025,NSW,South Western Sydney,Campbelltown (C) (NSW),7007
31DEC2025,NSW,South Western Sydney,Canterbury-Bankstown (A),9389
31DEC2025,NSW,South Western Sydney,Fairfield (C),5280
31DEC2025,NSW,South Western Sydney,Liverpool (C),6954
31DEC2025,NSW,South Western Sydney,Wingecarribee (A),1281
31DEC2025,NSW,South Western Sydney,Wollondilly (A),1822
31DEC2025,NSW,Southern NSW,Bega Valley (A),1026
31DEC2025,NSW,Southern NSW,Eurobodalla (A),1141
31DEC2025,NSW,Southern NSW,Goulburn Mulwaree (A),1312
31DEC2025,NSW,Southern NSW,Queanbeyan-Palerang Regional (A),1582
31DEC2025,NSW,Southern NSW,Snowy Monaro Regional (A),436
31DEC2025,NSW,Southern NSW,Upper Lachlan Shire (A),216
31DEC2025,NSW,Southern NSW,Yass Valley (A),456
31DEC2025,NSW,Sydney,Burwood (A),613
31DEC2025,NSW,Sydney,Canada Bay (A),1315
31DEC2025,NSW,Sydney,Inner West (A),3395
31DEC2025,NSW,Sydney,Strathfield (A),685
31DEC2025,NSW,Sydney,Sydney (C),2610
31DEC2025,NSW,Western NSW,Bathurst Regional (A),1545
31DEC2025,NSW,Western NSW,Blayney (A),175
31DEC2025,NSW,Western NSW,Bogan (A),85
31DEC2025,NSW,Western NSW,Bourke (A),94
31DEC2025,NSW,Western NSW,Brewarrina (A),32
31DEC2025,NSW,Western NSW,Cabonne (A),297
31DEC2025,NSW,Western NSW,Cobar (A),88
31DEC2025,NSW,Western NSW,Coonamble (A),156
31DEC2025,NSW,Western NSW,Cowra (A),414
31DEC2025,NSW,Western NSW,Dubbo Regional (A),1838
31DEC2025,NSW,Western NSW,Forbes (A),280
31DEC2025,NSW,Western NSW,Gilgandra (A),143
31DEC2025,NSW,Western NSW,Lachlan (A),152
31DEC2025,NSW,Western NSW,Mid-Western Regional (A),720
31DEC2025,NSW,Western NSW,Narromine (A),195
31DEC2025,NSW,Western NSW,Oberon (A),112
31DEC2025,NSW,Western NSW,Orange (C),1708
31DEC2025,NSW,Western NSW,Parkes (A),403
31DEC2025,NSW,Western NSW,Walgett (A),146
31DEC2025,NSW,Western NSW,Warren (A),62
31DEC2025,NSW,Western NSW,Warrumbungle Shire (A),245
31DEC2025,NSW,Western NSW,Weddin (A),75
31DEC2025,NSW,Western Sydney,Blacktown (C),12432
31DEC2025,NSW,Western Sydney,Cumberland (A),5926
31DEC2025,NSW,Western Sydney,Parramatta (C),5129
31DEC2025,NSW,Western Sydney,The Hills Shire (A),4103
31DEC2025,NT,Barkly,Barkly (R),182
31DEC2025,NT,Central Australia,Alice Springs (T),904
31DEC2025,NT,Central Australia,Central Desert (R),87
31DEC2025,NT,Central Australia,MacDonnell (R),172
31DEC2025,NT,Darwin Remote,Roper Gulf (R),166
31DEC2025,NT,Darwin Remote,Tiwi Islands (R),133
31DEC2025,NT,Darwin Remote,Victoria Daly (R),71
31DEC2025,NT,Darwin Remote,West Arnhem (R),184
31DEC2025,NT,Darwin Remote,West Daly (R),97
31DEC2025,NT,Darwin Urban,Belyuen (S),<11
31DEC2025,NT,Darwin Urban,Coomalie (S),28
31DEC2025,NT,Darwin Urban,Darwin (C),1919
31DEC2025,NT,Darwin Urban,Litchfield (M),534
31DEC2025,NT,Darwin Urban,Palmerston (C),1352
31DEC2025,NT,Darwin Urban,Wagait (S),<11
31DEC2025,NT,East Arnhem,East Arnhem (R),276
31DEC2025,NT,Katherine,Katherine (T),418
31DEC2025,NT,Other,NT - Other,<11
31DEC2025,NT,Other,Unincorporated NT,205
31DEC2025,OT,Other,Unincorp. Other Territories,88
31DEC2025,QLD,Beenleigh,Logan (C),14067
31DEC2025,QLD,Beenleigh,Redland (C),5460
31DEC2025,QLD,Brisbane,Brisbane (C),29711
31DEC2025,QLD,Bundaberg,Bundaberg (R),4113
31DEC2025,QLD,Caboolture/Strathpine,Moreton Bay (R),18774
31DEC2025,QLD,Cairns,Aurukun (S),76
31DEC2025,QLD,Cairns,Cairns (R),4890
31DEC2025,QLD,Cairns,Cassowary Coast (R),736
31DEC2025,QLD,Cairns,Cook (S),83
31DEC2025,QLD,Cairns,Croydon (S),<11
31DEC2025,QLD,Cairns,Douglas (S),252
31DEC2025,QLD,Cairns,Etheridge (S),11
31DEC2025,QLD,Cairns,Hope Vale (S),26
31DEC2025,QLD,Cairns,Kowanyama (S),36
31DEC2025,QLD,Cairns,Lockhart River (S),17
31DEC2025,QLD,Cairns,Mapoon (S),11
31DEC2025,QLD,Cairns,Mareeba (S),599
31DEC2025,QLD,Cairns,Napranum (S),23
31DEC2025,QLD,Cairns,Northern Peninsula Area (R),74
31DEC2025,QLD,Cairns,Pormpuraaw (S),29
31DEC2025,QLD,Cairns,Tablelands (R),756
31DEC2025,QLD,Cairns,Torres (S),66
31DEC2025,QLD,Cairns,Torres Strait Island (R),71
31DEC2025,QLD,Cairns,Weipa (T),61
31DEC2025,QLD,Cairns,Wujal Wujal (S),<11
31DEC2025,QLD,Cairns,Yarrabah (S),74
31DEC2025,QLD,Ipswich,Ipswich (C),9931
31DEC2025,QLD,Ipswich,Lockyer Valley (R),1366
31DEC2025,QLD,Ipswich,Scenic Rim (R),1405
31DEC2025,QLD,Ipswich,Somerset (R),886
31DEC2025,QLD,Mackay,Isaac (R),338
31DEC2025,QLD,Mackay,Mackay (R),3650
31DEC2025,QLD,Mackay,Whitsunday (R),811
31DEC2025,QLD,Maroochydore,Gympie (R),2394
31DEC2025,QLD,Maroochydore,Noosa (S),1293
31DEC2025,QLD,Maroochydore,Sunshine Coast (R),10705
31DEC2025,QLD,Maryborough,Cherbourg (S),80
31DEC2025,QLD,Maryborough,Fraser Coast (R),4540
31DEC2025,QLD,Maryborough,North Burnett (R),250
31DEC2025,QLD,Maryborough,South Burnett (R),1256
31DEC2025,QLD,Other,QLD - Other,<11
31DEC2025,QLD,Robina,Gold Coast (C),16827
31DEC2025,QLD,Rockhampton,Banana (S),362
31DEC2025,QLD,Rockhampton,Barcaldine (R),48
31DEC2025,QLD,Rockhampton,Barcoo (S),<11
31DEC2025,QLD,Rockhampton,Blackall-Tambo (R),36
31DEC2025,QLD,Rockhampton,Central Highlands (R) (Qld),742
31DEC2025,QLD,Rockhampton,Diamantina (S),<11
31DEC2025,QLD,Rockhampton,Gladstone (R),2343
31DEC2025,QLD,Rockhampton,Livingstone (S),1226
31DEC2025,QLD,Rockhampton,Longreach (R),86
31DEC2025,QLD,Rockhampton,Rockhampton (R),3917
31DEC2025,QLD,Rockhampton,Winton (S),25
31DEC2025,QLD,Rockhampton,Woorabinda (S),35
31DEC2025,QLD,Toowoomba,Balonne (S),94
31DEC2025,QLD,Toowoomba,Bulloo (S),<11
31DEC2025,QLD,Toowoomba,Goondiwindi (R),238
31DEC2025,QLD,Toowoomba,Maranoa (R),333
31DEC2025,QLD,Toowoomba,Murweh (S),156
31DEC2025,QLD,Toowoomba,Paroo (S),37
31DEC2025,QLD,Toowoomba,Quilpie (S),26
31DEC2025,QLD,Toowoomba,Southern Downs (R),1318
31DEC2025,QLD,Toowoomba,Toowoomba (R),6182
31DEC2025,QLD,Toowoomba,Western Downs (R),1046
31DEC2025,QLD,Townsville,Boulia (S),<11
31DEC2025,QLD,Townsville,Burdekin (S),463
31DEC2025,QLD,Townsville,Burke (S),<11
31DEC2025,QLD,Townsville,Carpentaria (S),49
31DEC2025,QLD,Townsville,Charters Towers (R),324
31DEC2025,QLD,Townsville,Cloncurry (S),53
31DEC2025,QLD,Townsville,Doomadgee (S),50
31DEC2025,QLD,Townsville,Flinders (S) (Qld),31
31DEC2025,QLD,Townsville,Hinchinbrook (S),317
31DEC2025,QLD,Townsville,McKinlay (S),<11
31DEC2025,QLD,Townsville,Mornington (S),31
31DEC2025,QLD,Townsville,Mount Isa (C),523
31DEC2025,QLD,Townsville,Palm Island (S),118
31DEC2025,QLD,Townsville,Richmond (S),11
31DEC2025,QLD,Townsville,Townsville (C),7109
31DEC2025,SA,Adelaide Hills,Adelaide Hills (DC),1035
31DEC2025,SA,Adelaide Hills,Mount Barker (DC),1738
31DEC2025,SA,"Barossa, Light and Lower North",Adelaide Plains (DC),460
31DEC2025,SA,"Barossa, Light and Lower North",Barossa (DC),914
31DEC2025,SA,"Barossa, Light and Lower North",Gawler (T),1334
31DEC2025,SA,"Barossa, Light and Lower North",Light (RegC),658
31DEC2025,SA,Eastern Adelaide,Adelaide (C),584
31DEC2025,SA,Eastern Adelaide,Burnside (C),954
31DEC2025,SA,Eastern Adelaide,Campbelltown (C) (SA),1498
31DEC2025,SA,Eastern Adelaide,Norwood Payneham St Peters (C),809
31DEC2025,SA,Eastern Adelaide,Prospect (C),540
31DEC2025,SA,Eastern Adelaide,Unley (C),840
31DEC2025,SA,Eastern Adelaide,Walkerville (M),156
31DEC2025,SA,Eyre and Western,Ceduna (DC),100
31DEC2025,SA,Eyre and Western,Cleve (DC),49
31DEC2025,SA,Eyre and Western,Elliston (DC),26
31DEC2025,SA,Eyre and Western,Franklin Harbour (DC),20
31DEC2025,SA,Eyre and Western,Kimba (DC),21
31DEC2025,SA,Eyre and Western,Lower Eyre Peninsula (DC),156
31DEC2025,SA,Eyre and Western,Port Lincoln (C),584
31DEC2025,SA,Eyre and Western,Streaky Bay (DC),36
31DEC2025,SA,Eyre and Western,Tumby Bay (DC),88
31DEC2025,SA,Eyre and Western,Whyalla (C),793
31DEC2025,SA,Eyre and Western,Wudinna (DC),34
31DEC2025,SA,Far North (SA),Anangu Pitjantjatjara (AC),131
31DEC2025,SA,Far North (SA),Coober Pedy (DC),32
31DEC2025,SA,Far North (SA),Flinders Ranges (DC),39
31DEC2025,SA,Far North (SA),Port Augusta (C),471
31DEC2025,SA,Far North (SA),Roxby Downs (M),69
31DEC2025,SA,Fleurieu and Kangaroo Island,Alexandrina (DC),1076
31DEC2025,SA,Fleurieu and Kangaroo Island,Kangaroo Island (DC),135
31DEC2025,SA,Fleurieu and Kangaroo Island,Victor Harbor (C),593
31DEC2025,SA,Fleurieu and Kangaroo Island,Yankalilla (DC),165
31DEC2025,SA,Limestone Coast,Grant (DC),236
31DEC2025,SA,Limestone Coast,Kingston (DC) (SA),46
31DEC2025,SA,Limestone Coast,Mount Gambier (C),1178
31DEC2025,SA,Limestone Coast,Naracoorte and Lucindale (DC),191
31DEC2025,SA,Limestone Coast,Robe (DC),17
31DEC2025,SA,Limestone Coast,Tatiara (DC),116
31DEC2025,SA,Limestone Coast,Wattle Range (DC),331
31DEC2025,SA,Murray and Mallee,Berri and Barmera (DC),453
31DEC2025,SA,Murray and Mallee,Karoonda East Murray (DC),32
31DEC2025,SA,Murray and Mallee,Loxton Waikerie (DC),396
31DEC2025,SA,Murray and Mallee,Mid Murray (DC),266
31DEC2025,SA,Murray and Mallee,Murray Bridge (RC),1050
31DEC2025,SA,Murray and Mallee,Renmark Paringa (DC),294
31DEC2025,SA,Murray and Mallee,Southern Mallee (DC),46
31DEC2025,SA,Murray and Mallee,The Coorong (DC),143
31DEC2025,SA,Northern Adelaide,Playford (C),7006
31DEC2025,SA,Northern Adelaide,Port Adelaide Enfield (C),5294
31DEC2025,SA,Northern Adelaide,Salisbury (C),6307
31DEC2025,SA,Northern Adelaide,Tea Tree Gully (C),3493
31DEC2025,SA,Other,Unincorporated SA,51
31DEC2025,SA,Southern Adelaide,Holdfast Bay (C),1050
31DEC2025,SA,Southern Adelaide,Marion (C),3513
31DEC2025,SA,Southern Adelaide,Mitcham (C),1936
31DEC2025,SA,Southern Adelaide,Onkaparinga (C),7711
31DEC2025,SA,Western Adelaide,Charles Sturt (C),3889
31DEC2025,SA,Western Adelaide,West Torrens (C),1660
31DEC2025,SA,Yorke and Mid North,Barunga West (DC),71
31DEC2025,SA,Yorke and Mid North,Clare and Gilbert Valleys (DC),236
31DEC2025,SA,Yorke and Mid North,Copper Coast (DC),543
31DEC2025,SA,Yorke and Mid North,Goyder (DC),120
31DEC2025,SA,Yorke and Mid North,Mount Remarkable (DC),50
31DEC2025,SA,Yorke and Mid North,Northern Areas (DC),111
31DEC2025,SA,Yorke and Mid North,Orroroo/Carrieton (DC),21
31DEC2025,SA,Yorke and Mid North,Peterborough (DC),55
31DEC2025,SA,Yorke and Mid North,Port Pirie City and Dists (M),669
31DEC2025,SA,Yorke and Mid North,Wakefield (DC),257
31DEC2025,SA,Yorke and Mid North,Yorke Peninsula (DC),257
31DEC2025,TAS,TAS North,Break O'Day (M),199
31DEC2025,TAS,TAS North,Dorset (M),155
31DEC2025,TAS,TAS North,Flinders (M) (Tas.),17
31DEC2025,TAS,TAS North,George Town (M),270
31DEC2025,TAS,TAS North,Launceston (C),2398
31DEC2025,TAS,TAS North,Meander Valley (M),555
31DEC2025,TAS,TAS North,Northern Midlands (M),388
31DEC2025,TAS,TAS North,West Tamar (M),684
31DEC2025,TAS,TAS North West,Burnie (C),738
31DEC2025,TAS,TAS North West,Central Coast (M) (Tas.),638
31DEC2025,TAS,TAS North West,Circular Head (M),159
31DEC2025,TAS,TAS North West,Devonport (C),995
31DEC2025,TAS,TAS North West,Kentish (M),166
31DEC2025,TAS,TAS North West,King Island (M),19
31DEC2025,TAS,TAS North West,Latrobe (M) (Tas.),305
31DEC2025,TAS,TAS North West,Waratah/Wynyard (M),485
31DEC2025,TAS,TAS North West,West Coast (M),101
31DEC2025,TAS,TAS South East,Brighton (M),837
31DEC2025,TAS,TAS South East,Central Highlands (M) (Tas.),39
31DEC2025,TAS,TAS South East,Clarence (C),1769
31DEC2025,TAS,TAS South East,Derwent Valley (M),402
31DEC2025,TAS,TAS South East,Glamorgan/Spring Bay (M),81
31DEC2025,TAS,TAS South East,Sorell (M),433
31DEC2025,TAS,TAS South East,Southern Midlands (M),160
31DEC2025,TAS,TAS South East,Tasman (M),46
31DEC2025,TAS,TAS South West,Glenorchy (C),1906
31DEC2025,TAS,TAS South West,Hobart (C),1043
31DEC2025,TAS,TAS South West,Huon Valley (M),482
31DEC2025,TAS,TAS South West,Kingborough (M),969
31DEC2025,VIC,Barwon,Colac-Otway (S),813
31DEC2025,VIC,Barwon,Greater Geelong (C),11930
31DEC2025,VIC,Barwon,Queenscliffe (B),48
31DEC2025,VIC,Barwon,Surf Coast (S),830
31DEC2025,VIC,Bayside Peninsula,Bayside (C),1912
31DEC2025,VIC,Bayside Peninsula,Frankston (C),5932
31DEC2025,VIC,Bayside Peninsula,Glen Eira (C),3527
31DEC2025,VIC,Bayside Peninsula,Kingston (C) (Vic.),4206
31DEC2025,VIC,Bayside Peninsula,Mornington Peninsula (S),5559
31DEC2025,VIC,Bayside Peninsula,Port Phillip (C),2138
31DEC2025,VIC,Bayside Peninsula,Stonnington (C),1528
31DEC2025,VIC,Brimbank Melton,Brimbank (C),5947
31DEC2025,VIC,Brimbank Melton,Melton (C),8272
31DEC2025,VIC,Central Highlands,Ararat (RC),424
31DEC2025,VIC,Central Highlands,Ballarat (C),4855
31DEC2025,VIC,Central Highlands,Golden Plains (S),963
31DEC2025,VIC,Central Highlands,Hepburn (S),425
31DEC2025,VIC,Central Highlands,Moorabool (S),1361
31DEC2025,VIC,Central Highlands,Pyrenees (S),221
31DEC2025,VIC,Goulburn,Greater Shepparton (C),2806
31DEC2025,VIC,Goulburn,Mitchell (S),2106
31DEC2025,VIC,Goulburn,Moira (S),1018
31DEC2025,VIC,Goulburn,Murrindindi (S),366
31DEC2025,VIC,Goulburn,Strathbogie (S),262
31DEC2025,VIC,Hume Moreland,Hume (C),9564
31DEC2025,VIC,Hume Moreland,Moreland (C),4774
31DEC2025,VIC,Inner East Melbourne,Boroondara (C),3012
31DEC2025,VIC,Inner East Melbourne,Manningham (C),2550
31DEC2025,VIC,Inner East Melbourne,Monash (C),3698
31DEC2025,VIC,Inner East Melbourne,Whitehorse (C),4166
31DEC2025,VIC,Inner Gippsland,Bass Coast (S),1270
31DEC2025,VIC,Inner Gippsland,Baw Baw (S),2125
31DEC2025,VIC,Inner Gippsland,Latrobe (C) (Vic.),3527
31DEC2025,VIC,Inner Gippsland,South Gippsland (S),878
31DEC2025,VIC,Loddon,Campaspe (S),1370
31DEC2025,VIC,Loddon,Central Goldfields (S),565
31DEC2025,VIC,Loddon,Greater Bendigo (C),6075
31DEC2025,VIC,Loddon,Loddon (S),202
31DEC2025,VIC,Loddon,Macedon Ranges (S),1772
31DEC2025,VIC,Loddon,Mount Alexander (S),720
31DEC2025,VIC,Mallee,Buloke (S),165
31DEC2025,VIC,Mallee,Gannawarra (S),264
31DEC2025,VIC,Mallee,Mildura (RC),2369
31DEC2025,VIC,Mallee,Swan Hill (RC),742
31DEC2025,VIC,North East Melbourne,Banyule (C),3908
31DEC2025,VIC,North East Melbourne,Darebin (C),4495
31DEC2025,VIC,North East Melbourne,Nillumbik (S),1840
