STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,151,3078,16057,23984,26042,28969,49560,147841,5.20%
VIC,94,6686,28157,33144,30254,28296,36378,163009,7.50%
QLD,54,3570,16478,22870,24967,25836,36030,129805,7.40%
SA,2472,9020,10206,11321,12433,13130,20077,78659,12.10%
WA,33,4787,16787,19840,20097,19358,23737,104639,11.20%
TAS,12,815,2615,3081,3711,4300,5355,19889,9.90%
NT,1,174,894,1060,1101,991,636,4857,5.20%
ACT,8,774,3019,3106,2862,2459,2749,14977,10.20%
TOTAL,2825,28904,94213,118406,121467,123339,174522,663676,7.50%
