STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,167,3271,16661,24583,27439,30204,53622,155947,5.40%
VIC,94,5993,29029,33800,31781,29965,39276,169938,7.60%
QLD,54,3102,16569,22812,25564,26433,38473,133007,7.50%
SA,2687,9332,11674,11624,12922,13448,21411,83098,12.60%
WA,29,3863,16986,19798,20539,19736,25251,106202,10.90%
TAS,7,704,2640,3082,3675,4387,5698,20193,10.00%
NT,1,139,873,1052,1092,997,702,4856,5.10%
ACT,7,702,3131,3183,2933,2594,3005,15555,10.40%
TOTAL,3046,27106,97563,119934,125945,127764,187438,688796,7.70%
