jurisdiction,category,financial_year,financial_year_start,emissions_gg_co2e,notation_key,notation_meaning
SA,D. Wetland,2007-08,2007,212.26255527048744,,
SA,D. Wetland,2008-09,2008,199.97697672997566,,
SA,D. Wetland,2009-10,2009,195.9117540161676,,
SA,D. Wetland,2010-11,2010,166.26863676887214,,
SA,D. Wetland,2011-12,2011,167.83824800925635,,
SA,D. Wetland,2012-13,2012,162.75511574741302,,
SA,D. Wetland,2013-14,2013,233.33932736728815,,
SA,D. Wetland,2014-15,2014,153.82778251889786,,
SA,D. Wetland,2015-16,2015,189.95189011361884,,
SA,D. Wetland,2016-17,2016,191.64193625545545,,
SA,D. Wetland,2017-18,2017,158.27372098552243,,
SA,D. Wetland,2018-19,2018,163.73311670334974,,
SA,D. Wetland,2019-20,2019,149.65772250311994,,
SA,D. Wetland,2020-21,2020,135.13547233487787,,
SA,D. Wetland,2021-22,2021,145.89180948102768,,
SA,D. Wetland,2022-23,2022,147.23936380315806,,
SA,D. Wetland,2023-24,2023,144.35643094199315,,
SA,1.  Wetland remaining wetland,1989-90,1989,14.651964048120131,,
SA,1.  Wetland remaining wetland,1990-91,1990,18.216717520251805,,
SA,1.  Wetland remaining wetland,1991-92,1991,18.63259392749568,,
SA,1.  Wetland remaining wetland,1992-93,1992,23.491001945434327,,
SA,1.  Wetland remaining wetland,1993-94,1993,23.17304951606015,,
SA,1.  Wetland remaining wetland,1994-95,1994,21.001568593049342,,
SA,1.  Wetland remaining wetland,1995-96,1995,24.568777620119896,,
SA,1.  Wetland remaining wetland,1996-97,1996,25.92766326404032,,
SA,1.  Wetland remaining wetland,1997-98,1997,27.678215509881085,,
SA,1.  Wetland remaining wetland,1998-99,1998,31.244303789811184,,
SA,1.  Wetland remaining wetland,1999-00,1999,33.464624023015375,,
SA,1.  Wetland remaining wetland,2000-01,2000,35.19733451596864,,
SA,1.  Wetland remaining wetland,2001-02,2001,33.91956391665917,,
SA,1.  Wetland remaining wetland,2002-03,2002,33.822993349623076,,
SA,1.  Wetland remaining wetland,2003-04,2003,36.52794742475839,,
SA,1.  Wetland remaining wetland,2004-05,2004,34.839755995784586,,
SA,1.  Wetland remaining wetland,2005-06,2005,37.67283291189822,,
SA,1.  Wetland remaining wetland,2006-07,2006,31.594019022147,,
SA,1.  Wetland remaining wetland,2007-08,2007,34.922927845964075,,
SA,1.  Wetland remaining wetland,2008-09,2008,25.912713573295566,,
SA,1.  Wetland remaining wetland,2009-10,2009,25.146748247825524,,
SA,1.  Wetland remaining wetland,2010-11,2010,20.990274915880327,,
SA,1.  Wetland remaining wetland,2011-12,2011,15.832914675922982,,
SA,1.  Wetland remaining wetland,2012-13,2012,12.83611574741303,,
SA,1.  Wetland remaining wetland,2013-14,2013,52.96132736728814,,
SA,1.  Wetland remaining wetland,2014-15,2014,19.07778251889787,,
SA,1.  Wetland remaining wetland,2015-16,2015,19.055890113618876,,
SA,1.  Wetland remaining wetland,2016-17,2016,26.18726958878879,,
SA,1.  Wetland remaining wetland,2017-18,2017,23.347720985522443,,
SA,1.  Wetland remaining wetland,2018-19,2018,20.942116703349758,,
SA,1.  Wetland remaining wetland,2019-20,2019,20.39672250311994,,
SA,1.  Wetland remaining wetland,2020-21,2020,24.083139001544538,,
SA,1.  Wetland remaining wetland,2021-22,2021,25.863476147694325,,
SA,1.  Wetland remaining wetland,2022-23,2022,27.211030469824703,,
SA,1.  Wetland remaining wetland,2023-24,2023,24.3280976086598,,
SA,2.  Land converted to wetland,1989-90,1989,301.0481381706931,,
SA,2.  Land converted to wetland,1990-91,1990,289.47671637922537,,
SA,2.  Land converted to wetland,1991-92,1991,285.08387499511184,,
SA,2.  Land converted to wetland,1992-93,1992,310.34787094174476,,
SA,2.  Land converted to wetland,1993-94,1993,252.29572376879418,,
SA,2.  Land converted to wetland,1994-95,1994,209.8973206243706,,
SA,2.  Land converted to wetland,1995-96,1995,182.60711403889792,,
SA,2.  Land converted to wetland,1996-97,1996,164.01629036412382,,
SA,2.  Land converted to wetland,1997-98,1997,120.51482548327296,,
SA,2.  Land converted to wetland,1998-99,1998,132.05154763019712,,
SA,2.  Land converted to wetland,1999-00,1999,128.4302237122226,,
SA,2.  Land converted to wetland,2000-01,2000,152.9011204156679,,
SA,2.  Land converted to wetland,2001-02,2001,129.00342186714443,,
SA,2.  Land converted to wetland,2002-03,2002,168.50740119645397,,
SA,2.  Land converted to wetland,2003-04,2003,140.6129413755595,,
SA,2.  Land converted to wetland,2004-05,2004,115.02808373131937,,
SA,2.  Land converted to wetland,2005-06,2005,165.51796186354406,,
SA,2.  Land converted to wetland,2006-07,2006,178.73747852243537,,
SA,2.  Land converted to wetland,2007-08,2007,177.33962742452337,,
SA,2.  Land converted to wetland,2008-09,2008,174.06426315668008,,
SA,2.  Land converted to wetland,2009-10,2009,170.76500576834206,,
SA,2.  Land converted to wetland,2010-11,2010,145.2783618529918,,
SA,2.  Land converted to wetland,2011-12,2011,152.00533333333334,,
SA,2.  Land converted to wetland,2012-13,2012,149.919,,
SA,2.  Land converted to wetland,2013-14,2013,180.378,,
SA,2.  Land converted to wetland,2014-15,2014,134.75,,
SA,2.  Land converted to wetland,2015-16,2015,170.896,,
SA,2.  Land converted to wetland,2016-17,2016,165.45466666666667,,
SA,2.  Land converted to wetland,2017-18,2017,134.926,,
SA,2.  Land converted to wetland,2018-19,2018,142.791,,
SA,2.  Land converted to wetland,2019-20,2019,129.261,,
SA,2.  Land converted to wetland,2020-21,2020,111.05233333333334,,
SA,2.  Land converted to wetland,2021-22,2021,120.02833333333334,,
SA,2.  Land converted to wetland,2022-23,2022,120.02833333333334,,
SA,2.  Land converted to wetland,2023-24,2023,120.02833333333334,,
SA,E. Settlements,1989-90,1989,46.746830693289624,,
SA,E. Settlements,1990-91,1990,61.89153577545915,,
SA,E. Settlements,1991-92,1991,63.07409396276742,,
SA,E. Settlements,1992-93,1992,65.68784279590024,,
SA,E. Settlements,1993-94,1993,35.490808487356645,,
SA,E. Settlements,1994-95,1994,41.53538583415253,,
SA,E. Settlements,1995-96,1995,42.00364471410843,,
SA,E. Settlements,1996-97,1996,52.13999709478148,,
SA,E. Settlements,1997-98,1997,36.75324849969103,,
SA,E. Settlements,1998-99,1998,52.91245177341467,,
SA,E. Settlements,1999-00,1999,53.181449392073915,,
SA,E. Settlements,2000-01,2000,44.14417053685707,,
SA,E. Settlements,2001-02,2001,55.19131788241533,,
SA,E. Settlements,2002-03,2002,192.81254258049927,,
SA,E. Settlements,2003-04,2003,243.5697963313325,,
SA,E. Settlements,2004-05,2004,190.95857058573787,,
SA,E. Settlements,2005-06,2005,90.50175946861035,,
SA,E. Settlements,2006-07,2006,53.55078584782073,,
SA,E. Settlements,2007-08,2007,70.37527003625242,,
SA,E. Settlements,2008-09,2008,23.498746277921935,,
SA,E. Settlements,2009-10,2009,37.23405023212126,,
SA,E. Settlements,2010-11,2010,23.53029686281141,,
SA,E. Settlements,2011-12,2011,-7.420908455093063,,
SA,E. Settlements,2012-13,2012,49.311026919537184,,
SA,E. Settlements,2013-14,2013,6.532364935563995,,
SA,E. Settlements,2014-15,2014,54.40585369997306,,
SA,E. Settlements,2015-16,2015,-34.84613746935263,,
SA,E. Settlements,2016-17,2016,21.117564616536633,,
SA,E. Settlements,2017-18,2017,14.379735290261443,,
SA,E. Settlements,2018-19,2018,3.510931378956493,,
SA,E. Settlements,2019-20,2019,16.590844949227503,,
SA,E. Settlements,2020-21,2020,15.358364759598224,,
SA,E. Settlements,2021-22,2021,-16.553046026310444,,
SA,E. Settlements,2022-23,2022,-22.086295477522768,,
SA,E. Settlements,2023-24,2023,82.2793284636368,,
SA,1.  Settlements remaining settlements,1989-90,1989,-6.071602855821718,,
SA,1.  Settlements remaining settlements,1990-91,1990,-4.89258158951557,,
SA,1.  Settlements remaining settlements,1991-92,1991,-4.4947284356226005,,
SA,1.  Settlements remaining settlements,1992-93,1992,-4.318003615401209,,
SA,1.  Settlements remaining settlements,1993-94,1993,-3.2190047497725076,,
SA,1.  Settlements remaining settlements,1994-95,1994,-2.679332254866471,,
SA,1.  Settlements remaining settlements,1995-96,1995,-1.503148277671143,,
SA,1.  Settlements remaining settlements,1996-97,1996,-1.2335899122784293,,
SA,1.  Settlements remaining settlements,1997-98,1997,-0.9649355411487786,,
SA,1.  Settlements remaining settlements,1998-99,1998,-1.105202000829233,,
SA,1.  Settlements remaining settlements,1999-00,1999,-1.079857411435251,,
SA,1.  Settlements remaining settlements,2000-01,2000,-1.1599339346986908,,
SA,1.  Settlements remaining settlements,2001-02,2001,-1.1757224364345806,,
SA,1.  Settlements remaining settlements,2002-03,2002,-0.30733979271186357,,
SA,1.  Settlements remaining settlements,2003-04,2003,-0.3970999196430146,,
SA,1.  Settlements remaining settlements,2004-05,2004,-0.4708496210611387,,
SA,1.  Settlements remaining settlements,2005-06,2005,-0.5006945505345868,,
SA,1.  Settlements remaining settlements,2006-07,2006,-0.02286825126964692,,
SA,1.  Settlements remaining settlements,2007-08,2007,0.18078273972137734,,
SA,1.  Settlements remaining settlements,2008-09,2008,-0.8160659507139756,,
SA,1.  Settlements remaining settlements,2009-10,2009,-2.3740479265318517,,
SA,1.  Settlements remaining settlements,2010-11,2010,-3.998586852742436,,
SA,1.  Settlements remaining settlements,2011-12,2011,-5.118779407297135,,
SA,1.  Settlements remaining settlements,2012-13,2012,-5.79742464887098,,
SA,1.  Settlements remaining settlements,2013-14,2013,-5.967696562466792,,
SA,1.  Settlements remaining settlements,2014-15,2014,-5.479280399876207,,
SA,1.  Settlements remaining settlements,2015-16,2015,-4.303515138174854,,
SA,1.  Settlements remaining settlements,2016-17,2016,-3.0039100277608037,,
SA,1.  Settlements remaining settlements,2017-18,2017,-2.1609602074918084,,
SA,1.  Settlements remaining settlements,2018-19,2018,-1.5772935984522272,,
SA,1.  Settlements remaining settlements,2019-20,2019,-1.1510511522366573,,
SA,1.  Settlements remaining settlements,2020-21,2020,-0.8277427620652054,,
SA,1.  Settlements remaining settlements,2021-22,2021,-0.7046314528590032,,
SA,1.  Settlements remaining settlements,2022-23,2022,-0.7046314528590032,,
SA,1.  Settlements remaining settlements,2023-24,2023,-0.7046314528590032,,
SA,2.  Land converted to settlements,1989-90,1989,52.81843354911134,,
SA,2.  Land converted to settlements,1990-91,1990,66.78411736497472,,
SA,2.  Land converted to settlements,1991-92,1991,67.56882239839003,,
SA,2.  Land converted to settlements,1992-93,1992,70.00584641130146,,
SA,2.  Land converted to settlements,1993-94,1993,38.709813237129154,,
SA,2.  Land converted to settlements,1994-95,1994,44.214718089019,,
SA,2.  Land converted to settlements,1995-96,1995,43.50679299177958,,
SA,2.  Land converted to settlements,1996-97,1996,53.3735870070599,,
SA,2.  Land converted to settlements,1997-98,1997,37.71818404083981,,
SA,2.  Land converted to settlements,1998-99,1998,54.017653774243904,,
SA,2.  Land converted to settlements,1999-00,1999,54.26130680350917,,
SA,2.  Land converted to settlements,2000-01,2000,45.30410447155576,,
SA,2.  Land converted to settlements,2001-02,2001,56.36704031884992,,
SA,2.  Land converted to settlements,2002-03,2002,193.11988237321114,,
SA,2.  Land converted to settlements,2003-04,2003,243.9668962509755,,
SA,2.  Land converted to settlements,2004-05,2004,191.42942020679902,,
SA,2.  Land converted to settlements,2005-06,2005,91.00245401914493,,
SA,2.  Land converted to settlements,2006-07,2006,53.573654099090376,,
SA,2.  Land converted to settlements,2007-08,2007,70.19448729653104,,
SA,2.  Land converted to settlements,2008-09,2008,24.314812228635912,,
SA,2.  Land converted to settlements,2009-10,2009,39.608098158653114,,
SA,2.  Land converted to settlements,2010-11,2010,27.52888371555385,,
SA,2.  Land converted to settlements,2011-12,2011,-2.302129047795928,,
SA,2.  Land converted to settlements,2012-13,2012,55.108451568408164,,
SA,2.  Land converted to settlements,2013-14,2013,12.500061498030787,,
SA,2.  Land converted to settlements,2014-15,2014,59.88513409984927,,
SA,2.  Land converted to settlements,2015-16,2015,-30.542622331177775,,
SA,2.  Land converted to settlements,2016-17,2016,24.121474644297436,,
SA,2.  Land converted to settlements,2017-18,2017,16.54069549775325,,
SA,2.  Land converted to settlements,2018-19,2018,5.0882249774087205,,
SA,2.  Land converted to settlements,2019-20,2019,17.74189610146416,,
SA,2.  Land converted to settlements,2020-21,2020,16.18610752166343,,
SA,2.  Land converted to settlements,2021-22,2021,-15.848414573451441,,
SA,2.  Land converted to settlements,2022-23,2022,-21.381664024663763,,
SA,2.  Land converted to settlements,2023-24,2023,82.9839599164958,,
SA,G. Harvested Wood Products,1989-90,1989,-624.2039439511988,,
SA,G. Harvested Wood Products,1990-91,1990,-569.706804329486,,
SA,G. Harvested Wood Products,1991-92,1991,-574.2590659649687,,
SA,G. Harvested Wood Products,1992-93,1992,-620.5742398533193,,
SA,G. Harvested Wood Products,1993-94,1993,-628.2642292430357,,
SA,G. Harvested Wood Products,1994-95,1994,-621.9951437564741,,
SA,G. Harvested Wood Products,1995-96,1995,-550.077798885276,,
SA,G. Harvested Wood Products,1996-97,1996,-644.5768499643524,,
SA,G. Harvested Wood Products,1997-98,1997,-723.7158718099254,,
SA,G. Harvested Wood Products,1998-99,1998,-652.3498698302325,,
SA,G. Harvested Wood Products,1999-00,1999,-721.5556222382493,,
SA,G. Harvested Wood Products,2000-01,2000,-614.1687362598308,,
SA,G. Harvested Wood Products,2001-02,2001,-652.2310772923952,,
SA,G. Harvested Wood Products,2002-03,2002,-644.0394517072092,,
SA,G. Harvested Wood Products,2003-04,2003,-781.2468925988662,,
SA,G. Harvested Wood Products,2004-05,2004,-677.7403945355411,,
SA,G. Harvested Wood Products,2005-06,2005,-658.0184819637221,,
SA,G. Harvested Wood Products,2006-07,2006,-520.5140576608483,,
SA,G. Harvested Wood Products,2007-08,2007,-614.127636996892,,
SA,G. Harvested Wood Products,2008-09,2008,-351.5446507734235,,
SA,G. Harvested Wood Products,2009-10,2009,-450.9041851609999,,
SA,G. Harvested Wood Products,2010-11,2010,-405.1994606960515,,
SA,G. Harvested Wood Products,2011-12,2011,-367.7641874354731,,
SA,G. Harvested Wood Products,2012-13,2012,-414.5852555371345,,
SA,G. Harvested Wood Products,2013-14,2013,-411.6929649028975,,
SA,G. Harvested Wood Products,2014-15,2014,-491.3402251512812,,
SA,G. Harvested Wood Products,2015-16,2015,-491.2655500974457,,
SA,G. Harvested Wood Products,2016-17,2016,-459.0766609197516,,
SA,G. Harvested Wood Products,2017-18,2017,-491.142960593471,,
SA,G. Harvested Wood Products,2018-19,2018,-498.09764154747035,,
SA,G. Harvested Wood Products,2019-20,2019,-399.47415664434897,,
SA,G. Harvested Wood Products,2020-21,2020,-573.2897381076265,,
SA,G. Harvested Wood Products,2021-22,2021,-881.3834141894597,,
SA,G. Harvested Wood Products,2022-23,2022,-987.4267942384736,,
SA,G. Harvested Wood Products,2023-24,2023,-1298.5402493148904,,
SA,Memo items:,1989-90,1989,,,
SA,Memo items:,1990-91,1990,,,
SA,Memo items:,1991-92,1991,,,
SA,Memo items:,1992-93,1992,,,
SA,Memo items:,1993-94,1993,,,
SA,Memo items:,1994-95,1994,,,
SA,Memo items:,1995-96,1995,,,
SA,Memo items:,1996-97,1996,,,
SA,Memo items:,1997-98,1997,,,
SA,Memo items:,1998-99,1998,,,
SA,Memo items:,1999-00,1999,,,
SA,Memo items:,2000-01,2000,,,
SA,Memo items:,2001-02,2001,,,
SA,Memo items:,2002-03,2002,,,
SA,Memo items:,2003-04,2003,,,
SA,Memo items:,2004-05,2004,,,
SA,Memo items:,2005-06,2005,,,
SA,Memo items:,2006-07,2006,,,
SA,Memo items:,2007-08,2007,,,
SA,Memo items:,2008-09,2008,,,
SA,Memo items:,2009-10,2009,,,
SA,Memo items:,2010-11,2010,,,
SA,Memo items:,2011-12,2011,,,
SA,Memo items:,2012-13,2012,,,
SA,Memo items:,2013-14,2013,,,
SA,Memo items:,2014-15,2014,,,
SA,Memo items:,2015-16,2015,,,
SA,Memo items:,2016-17,2016,,,
SA,Memo items:,2017-18,2017,,,
SA,Memo items:,2018-19,2018,,,
SA,Memo items:,2019-20,2019,,,
SA,Memo items:,2020-21,2020,,,
SA,Memo items:,2021-22,2021,,,
SA,Memo items:,2022-23,2022,,,
SA,Memo items:,2023-24,2023,,,
SA,Forest converted to other land uses,1989-90,1989,5372.117543013295,,
SA,Forest converted to other land uses,1990-91,1990,2803.433547290875,,
SA,Forest converted to other land uses,1991-92,1991,2415.2752675813463,,
SA,Forest converted to other land uses,1992-93,1992,2271.301582017624,,
SA,Forest converted to other land uses,1993-94,1993,1159.249494871462,,
SA,Forest converted to other land uses,1994-95,1994,1137.2948566433756,,
SA,Forest converted to other land uses,1995-96,1995,1467.0916320570882,,
SA,Forest converted to other land uses,1996-97,1996,1624.6697750714811,,
SA,Forest converted to other land uses,1997-98,1997,862.2039157476329,,
SA,Forest converted to other land uses,1998-99,1998,1158.1222880930968,,
SA,Forest converted to other land uses,1999-00,1999,637.9399595660502,,
SA,Forest converted to other land uses,2000-01,2000,1496.2864745809215,,
SA,Forest converted to other land uses,2001-02,2001,1674.7084325676817,,
SA,Forest converted to other land uses,2002-03,2002,978.4891953405672,,
SA,Forest converted to other land uses,2003-04,2003,1579.8397948839981,,
SA,Forest converted to other land uses,2004-05,2004,1970.2592814550026,,
SA,Forest converted to other land uses,2005-06,2005,2227.4599064223326,,
SA,Forest converted to other land uses,2006-07,2006,1830.1633977384663,,
SA,Forest converted to other land uses,2007-08,2007,1429.934116870414,,
SA,Forest converted to other land uses,2008-09,2008,474.8516245568809,,
SA,Forest converted to other land uses,2009-10,2009,1124.6013519381281,,
SA,Forest converted to other land uses,2010-11,2010,375.6113604398593,,
SA,Forest converted to other land uses,2011-12,2011,433.65782775227524,,
SA,Forest converted to other land uses,2012-13,2012,1321.1016423930507,,
SA,Forest converted to other land uses,2013-14,2013,1548.203764734473,,
SA,Forest converted to other land uses,2014-15,2014,2039.0285556281679,,
SA,Forest converted to other land uses,2015-16,2015,-591.8856181011777,,
SA,Forest converted to other land uses,2016-17,2016,454.5029099411188,,
SA,Forest converted to other land uses,2017-18,2017,1072.1194078531848,,
SA,Forest converted to other land uses,2018-19,2018,549.2408176899369,,
SA,Forest converted to other land uses,2019-20,2019,2374.837791436641,,
SA,Forest converted to other land uses,2020-21,2020,364.9503881578243,,
SA,Forest converted to other land uses,2021-22,2021,-141.16124140304558,,
SA,Forest converted to other land uses,2022-23,2022,-442.0035825038152,,
SA,Forest converted to other land uses,2023-24,2023,2239.605583909676,,
SA,Direct emissions from forest clearing,1989-90,1989,3070.1232533351517,,
SA,Direct emissions from forest clearing,1990-91,1990,1978.9213633680004,,
SA,Direct emissions from forest clearing,1991-92,1991,1269.5391986863624,,
SA,Direct emissions from forest clearing,1992-93,1992,1287.3931626915623,,
SA,Direct emissions from forest clearing,1993-94,1993,689.4544605619233,,
SA,Direct emissions from forest clearing,1994-95,1994,727.4692820355993,,
SA,Direct emissions from forest clearing,1995-96,1995,535.4853104029546,,
SA,Direct emissions from forest clearing,1996-97,1996,622.9764520812969,,
SA,Direct emissions from forest clearing,1997-98,1997,573.7598805957851,,
SA,Direct emissions from forest clearing,1998-99,1998,575.8848197499783,,
SA,Direct emissions from forest clearing,1999-00,1999,625.0355384680155,,
SA,Direct emissions from forest clearing,2000-01,2000,707.0736601750932,,
SA,Direct emissions from forest clearing,2001-02,2001,902.2993635911685,,
SA,Direct emissions from forest clearing,2002-03,2002,820.8784889942242,,
SA,Direct emissions from forest clearing,2003-04,2003,884.5508678767433,,
SA,Direct emissions from forest clearing,2004-05,2004,1163.3149004882525,,
SA,Direct emissions from forest clearing,2005-06,2005,1047.5243157855787,,
SA,Direct emissions from forest clearing,2006-07,2006,1263.255262073853,,
SA,Direct emissions from forest clearing,2007-08,2007,677.8330219614119,,
SA,Direct emissions from forest clearing,2008-09,2008,624.0580364565459,,
SA,Direct emissions from forest clearing,2009-10,2009,685.0899522639746,,
SA,Direct emissions from forest clearing,2010-11,2010,550.6968298268617,,
SA,Direct emissions from forest clearing,2011-12,2011,559.0395236224033,,
SA,Direct emissions from forest clearing,2012-13,2012,708.2643809994925,,
SA,Direct emissions from forest clearing,2013-14,2013,930.1017309996785,,
SA,Direct emissions from forest clearing,2014-15,2014,618.7652016380309,,
SA,Direct emissions from forest clearing,2015-16,2015,358.9806204983769,,
SA,Direct emissions from forest clearing,2016-17,2016,246.92503519033622,,
SA,Direct emissions from forest clearing,2017-18,2017,308.73293693638607,,
SA,Direct emissions from forest clearing,2018-19,2018,196.50719133893892,,
SA,Direct emissions from forest clearing,2019-20,2019,511.86088163266953,,
SA,Direct emissions from forest clearing,2020-21,2020,389.34908038384685,,
SA,Direct emissions from forest clearing,2021-22,2021,240.04257263908707,,
SA,Direct emissions from forest clearing,2022-23,2022,240.04257263908707,,
SA,Direct emissions from forest clearing,2023-24,2023,240.04257263908707,,
SA,Emissions from post-clearing land uses,1989-90,1989,2301.994289678144,,
SA,Emissions from post-clearing land uses,1990-91,1990,824.5121839228749,,
SA,Emissions from post-clearing land uses,1991-92,1991,1145.736068894984,,
SA,Emissions from post-clearing land uses,1992-93,1992,983.9084193260614,,
SA,Emissions from post-clearing land uses,1993-94,1993,469.79503430953883,,
SA,Emissions from post-clearing land uses,1994-95,1994,409.8255746077763,,
SA,Emissions from post-clearing land uses,1995-96,1995,931.6063216541335,,
SA,Emissions from post-clearing land uses,1996-97,1996,1001.6933229901844,,
SA,Emissions from post-clearing land uses,1997-98,1997,288.4440351518478,,
SA,Emissions from post-clearing land uses,1998-99,1998,582.2374683431184,,
SA,Emissions from post-clearing land uses,1999-00,1999,12.904421098034746,,
SA,Emissions from post-clearing land uses,2000-01,2000,789.2128144058283,,
SA,Emissions from post-clearing land uses,2001-02,2001,772.4090689765133,,
SA,Emissions from post-clearing land uses,2002-03,2002,157.61070634634308,,
SA,Emissions from post-clearing land uses,2003-04,2003,695.2889270072549,,
SA,Emissions from post-clearing land uses,2004-05,2004,806.9443809667501,,
SA,Emissions from post-clearing land uses,2005-06,2005,1179.935590636754,,
SA,Emissions from post-clearing land uses,2006-07,2006,566.9081356646133,,
SA,Emissions from post-clearing land uses,2007-08,2007,752.1010949090021,,
SA,Emissions from post-clearing land uses,2008-09,2008,-149.20641189966497,,
SA,Emissions from post-clearing land uses,2009-10,2009,439.51139967415344,,
SA,Emissions from post-clearing land uses,2010-11,2010,-175.08546938700243,,
SA,Emissions from post-clearing land uses,2011-12,2011,-125.38169587012804,,
SA,Emissions from post-clearing land uses,2012-13,2012,612.8372613935583,,
SA,Emissions from post-clearing land uses,2013-14,2013,618.1020337347945,,
SA,Emissions from post-clearing land uses,2014-15,2014,1420.263353990137,,
SA,Emissions from post-clearing land uses,2015-16,2015,-950.8662385995545,,
SA,Emissions from post-clearing land uses,2016-17,2016,207.57787475078254,,
SA,Emissions from post-clearing land uses,2017-18,2017,763.3864709167987,,
SA,Emissions from post-clearing land uses,2018-19,2018,352.7336263509979,,
SA,Emissions from post-clearing land uses,2019-20,2019,1862.9769098039717,,
SA,Emissions from post-clearing land uses,2020-21,2020,-24.39869222602256,,
SA,Emissions from post-clearing land uses,2021-22,2021,-381.20381404213265,,
SA,Emissions from post-clearing land uses,2022-23,2022,-682.0461551429023,,
SA,Emissions from post-clearing land uses,2023-24,2023,1999.563011270589,,
SA,5.  Waste,1989-90,1989,1657.3154768195254,,
SA,5.  Waste,1990-91,1990,1658.7137812560516,,
SA,5.  Waste,1991-92,1991,1473.0038062227777,,
SA,5.  Waste,1992-93,1992,1495.0880423576853,,
SA,5.  Waste,1993-94,1993,1291.0920054738272,,
SA,5.  Waste,1994-95,1994,1504.5345063156144,,
SA,5.  Waste,1995-96,1995,1192.1241287491266,,
SA,5.  Waste,1996-97,1996,1135.2119619382354,,
SA,5.  Waste,1997-98,1997,989.7136654572332,,
SA,5.  Waste,1998-99,1998,1025.668038935668,,
SA,5.  Waste,1999-00,1999,987.8146842672248,,
SA,5.  Waste,2000-01,2000,1017.974826613886,,
SA,5.  Waste,2001-02,2001,1101.106293210168,,
SA,5.  Waste,2002-03,2002,920.8809890776996,,
SA,5.  Waste,2003-04,2003,884.2642380547817,,
SA,5.  Waste,2004-05,2004,838.9759505964578,,
SA,5.  Waste,2005-06,2005,865.8409255284986,,
SA,5.  Waste,2006-07,2006,885.4087129144153,,
SA,5.  Waste,2007-08,2007,980.8571592014063,,
SA,5.  Waste,2008-09,2008,1028.1705528591758,,
SA,5.  Waste,2009-10,2009,983.4496539013444,,
SA,5.  Waste,2010-11,2010,1006.6384628672014,,
SA,5.  Waste,2011-12,2011,1001.8828015690443,,
SA,5.  Waste,2012-13,2012,1063.896556493275,,
SA,5.  Waste,2013-14,2013,1092.9670168498835,,
SA,5.  Waste,2014-15,2014,1008.982961071507,,
SA,5.  Waste,2015-16,2015,1056.8853680527675,,
SA,5.  Waste,2016-17,2016,1128.110905944961,,
SA,5.  Waste,2017-18,2017,894.9259693785303,,
SA,5.  Waste,2018-19,2018,989.4857700886206,,
SA,5.  Waste,2019-20,2019,813.8510324780282,,
SA,5.  Waste,2020-21,2020,896.851719373856,,
SA,5.  Waste,2021-22,2021,960.7671560137086,,
SA,5.  Waste,2022-23,2022,938.0223627368916,,
SA,5.  Waste,2023-24,2023,1017.7315182579193,,
SA,A.  Solid waste disposal,1989-90,1989,1150.1856387924968,,
SA,A.  Solid waste disposal,1990-91,1990,1151.957754244922,,
SA,A.  Solid waste disposal,1991-92,1991,980.348054840134,,
SA,A.  Solid waste disposal,1992-93,1992,1021.0487529669274,,
SA,A.  Solid waste disposal,1993-94,1993,834.4061526316457,,
SA,A.  Solid waste disposal,1994-95,1994,1074.6271248207097,,
SA,A.  Solid waste disposal,1995-96,1995,794.1088518502198,,
SA,A.  Solid waste disposal,1996-97,1996,758.8311638800667,,
SA,A.  Solid waste disposal,1997-98,1997,622.0913502238627,,
SA,A.  Solid waste disposal,1998-99,1998,660.2506738565219,,
SA,A.  Solid waste disposal,1999-00,1999,627.2420953095173,,
SA,A.  Solid waste disposal,2000-01,2000,627.2304255624205,,
SA,A.  Solid waste disposal,2001-02,2001,713.9220437200404,,
SA,A.  Solid waste disposal,2002-03,2002,692.9533284592924,,
SA,A.  Solid waste disposal,2003-04,2003,650.6190234806146,,
SA,A.  Solid waste disposal,2004-05,2004,603.2581652973953,,
SA,A.  Solid waste disposal,2005-06,2005,630.0282230147784,,
SA,A.  Solid waste disposal,2006-07,2006,650.1677090756144,,
SA,A.  Solid waste disposal,2007-08,2007,740.7372682730089,,
SA,A.  Solid waste disposal,2008-09,2008,814.9150244783123,,
SA,A.  Solid waste disposal,2009-10,2009,818.350922951365,,
SA,A.  Solid waste disposal,2010-11,2010,835.9009882796483,,
SA,A.  Solid waste disposal,2011-12,2011,812.0020705060383,,
SA,A.  Solid waste disposal,2012-13,2012,870.1156584529826,,
SA,A.  Solid waste disposal,2013-14,2013,879.1861173836494,,
SA,A.  Solid waste disposal,2014-15,2014,817.6734292195129,,
SA,A.  Solid waste disposal,2015-16,2015,834.5214398271003,,
SA,A.  Solid waste disposal,2016-17,2016,891.6388319346399,,
SA,A.  Solid waste disposal,2017-18,2017,671.621357685631,,
SA,A.  Solid waste disposal,2018-19,2018,761.4297276143743,,
SA,A.  Solid waste disposal,2019-20,2019,589.0567843506999,,
SA,A.  Solid waste disposal,2020-21,2020,637.4268909589333,,
SA,A.  Solid waste disposal,2021-22,2021,741.7662073285109,,
SA,A.  Solid waste disposal,2022-23,2022,724.1507333022305,,
SA,A.  Solid waste disposal,2023-24,2023,792.446431861218,,
SA,B.  Biological treatment of solid waste,1989-90,1989,1.5968526430279455,,
SA,B.  Biological treatment of solid waste,1990-91,1990,2.2024386733393424,,
