jurisdiction,category,financial_year,financial_year_start,emissions_gg_co2e,notation_key,notation_meaning
SA,B.  Biological treatment of solid waste,1991-92,1991,2.8080247036507733,,
SA,B.  Biological treatment of solid waste,1992-93,1992,3.413610733962205,,
SA,B.  Biological treatment of solid waste,1993-94,1993,4.019196764273625,,
SA,B.  Biological treatment of solid waste,1994-95,1994,4.624782794585023,,
SA,B.  Biological treatment of solid waste,1995-96,1995,5.230368824896452,,
SA,B.  Biological treatment of solid waste,1996-97,1996,5.835954855207884,,
SA,B.  Biological treatment of solid waste,1997-98,1997,6.441540885519315,,
SA,B.  Biological treatment of solid waste,1998-99,1998,7.047126915830746,,
SA,B.  Biological treatment of solid waste,1999-00,1999,7.652712946142142,,
SA,B.  Biological treatment of solid waste,2000-01,2000,8.258298976453574,,
SA,B.  Biological treatment of solid waste,2001-02,2001,8.863885006765004,,
SA,B.  Biological treatment of solid waste,2002-03,2002,9.469471037076435,,
SA,B.  Biological treatment of solid waste,2003-04,2003,10.075057067387842,,
SA,B.  Biological treatment of solid waste,2004-05,2004,10.680643097699264,,
SA,B.  Biological treatment of solid waste,2005-06,2005,11.501036143755565,,
SA,B.  Biological treatment of solid waste,2006-07,2006,12.142898237779722,,
SA,B.  Biological treatment of solid waste,2007-08,2007,13.072454888234347,,
SA,B.  Biological treatment of solid waste,2008-09,2008,13.71335447291241,,
SA,B.  Biological treatment of solid waste,2009-10,2009,15.511373219661658,,
SA,B.  Biological treatment of solid waste,2010-11,2010,17.900143155630623,,
SA,B.  Biological treatment of solid waste,2011-12,2011,18.06154506090564,,
SA,B.  Biological treatment of solid waste,2012-13,2012,18.241930879552744,,
SA,B.  Biological treatment of solid waste,2013-14,2013,18.408291276811518,,
SA,B.  Biological treatment of solid waste,2014-15,2014,18.53766288028079,,
SA,B.  Biological treatment of solid waste,2015-16,2015,18.853294429766336,,
SA,B.  Biological treatment of solid waste,2016-17,2016,19.029528076740633,,
SA,B.  Biological treatment of solid waste,2017-18,2017,19.249474772768473,,
SA,B.  Biological treatment of solid waste,2018-19,2018,19.50397966559007,,
SA,B.  Biological treatment of solid waste,2019-20,2019,19.67486293184249,,
SA,B.  Biological treatment of solid waste,2020-21,2020,19.797866868971063,,
SA,B.  Biological treatment of solid waste,2021-22,2021,20.12914095403567,,
SA,B.  Biological treatment of solid waste,2022-23,2022,20.462881915457693,,
SA,B.  Biological treatment of solid waste,2023-24,2023,20.73568554890391,,
SA,C.  Incineration and open burning of waste,1989-90,1989,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1990-91,1990,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1991-92,1991,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1992-93,1992,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1993-94,1993,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1994-95,1994,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1995-96,1995,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1996-97,1996,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1997-98,1997,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1998-99,1998,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,1999-00,1999,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2000-01,2000,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2001-02,2001,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2002-03,2002,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2003-04,2003,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2004-05,2004,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2005-06,2005,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2006-07,2006,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2007-08,2007,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2008-09,2008,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2009-10,2009,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2010-11,2010,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2011-12,2011,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2012-13,2012,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2013-14,2013,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2014-15,2014,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2015-16,2015,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2016-17,2016,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2017-18,2017,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2018-19,2018,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2019-20,2019,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2020-21,2020,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2021-22,2021,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2022-23,2022,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,C.  Incineration and open burning of waste,2023-24,2023,,C,Confidential (aggregated to avoid disclosing confidential information)
SA,D.  Waste water treatment and discharge,1989-90,1989,503.8054024844503,,
SA,D.  Waste water treatment and discharge,1990-91,1990,502.8088231749493,,
SA,D.  Waste water treatment and discharge,1991-92,1991,488.0919317167236,,
SA,D.  Waste water treatment and discharge,1992-93,1992,468.866035388699,,
SA,D.  Waste water treatment and discharge,1993-94,1993,450.90163603894257,,
SA,D.  Waste water treatment and discharge,1994-95,1994,423.51486313269703,,
SA,D.  Waste water treatment and discharge,1995-96,1995,391.0126619059217,,
SA,D.  Waste water treatment and discharge,1996-97,1996,368.7646603564905,,
SA,D.  Waste water treatment and discharge,1997-98,1997,359.391408647476,,
SA,D.  Waste water treatment and discharge,1998-99,1998,356.57162687803134,,
SA,D.  Waste water treatment and discharge,1999-00,1999,351.11334011155486,,
SA,D.  Waste water treatment and discharge,2000-01,2000,380.67237864957235,,
SA,D.  Waste water treatment and discharge,2001-02,2001,376.4968622594794,,
SA,D.  Waste water treatment and discharge,2002-03,2002,216.62403273767814,,
SA,D.  Waste water treatment and discharge,2003-04,2003,221.72660307616945,,
SA,D.  Waste water treatment and discharge,2004-05,2004,223.1807822013633,,
SA,D.  Waste water treatment and discharge,2005-06,2005,222.31458920927733,,
SA,D.  Waste water treatment and discharge,2006-07,2006,220.97250783560153,,
SA,D.  Waste water treatment and discharge,2007-08,2007,224.79052933812955,,
SA,D.  Waste water treatment and discharge,2008-09,2008,197.14800190795106,,
SA,D.  Waste water treatment and discharge,2009-10,2009,147.60222459973718,,
SA,D.  Waste water treatment and discharge,2010-11,2010,150.91419879192242,,
SA,D.  Waste water treatment and discharge,2011-12,2011,169.96291400210043,,
SA,D.  Waste water treatment and discharge,2012-13,2012,173.44317676073985,,
SA,D.  Waste water treatment and discharge,2013-14,2013,193.0333112294226,,
SA,D.  Waste water treatment and discharge,2014-15,2014,170.90902337171332,,
SA,D.  Waste water treatment and discharge,2015-16,2015,201.65789059590074,,
SA,D.  Waste water treatment and discharge,2016-17,2016,215.49267361358068,,
SA,D.  Waste water treatment and discharge,2017-18,2017,202.34069188013098,,
SA,D.  Waste water treatment and discharge,2018-19,2018,206.95793136865635,,
SA,D.  Waste water treatment and discharge,2019-20,2019,203.64931879548595,,
SA,D.  Waste water treatment and discharge,2020-21,2020,237.43664154595157,,
SA,D.  Waste water treatment and discharge,2021-22,2021,196.66828773116205,,
SA,D.  Waste water treatment and discharge,2022-23,2022,190.98522751920345,,
SA,D.  Waste water treatment and discharge,2023-24,2023,202.2050808477974,,
SA,E.  Other,1989-90,1989,,NE,Not estimated
SA,E.  Other,1990-91,1990,,NE,Not estimated
SA,E.  Other,1991-92,1991,,NE,Not estimated
SA,E.  Other,1992-93,1992,,NE,Not estimated
SA,E.  Other,1993-94,1993,,NE,Not estimated
SA,E.  Other,1994-95,1994,,NE,Not estimated
SA,E.  Other,1995-96,1995,,NE,Not estimated
SA,E.  Other,1996-97,1996,,NE,Not estimated
SA,E.  Other,1997-98,1997,,NE,Not estimated
SA,E.  Other,1998-99,1998,,NE,Not estimated
SA,E.  Other,1999-00,1999,,NE,Not estimated
SA,E.  Other,2000-01,2000,,NE,Not estimated
SA,E.  Other,2001-02,2001,,NE,Not estimated
SA,E.  Other,2002-03,2002,,NE,Not estimated
SA,E.  Other,2003-04,2003,,NE,Not estimated
SA,E.  Other,2004-05,2004,,NE,Not estimated
SA,E.  Other,2005-06,2005,,NE,Not estimated
SA,E.  Other,2006-07,2006,,NE,Not estimated
SA,E.  Other,2007-08,2007,,NE,Not estimated
SA,E.  Other,2008-09,2008,,NE,Not estimated
SA,E.  Other,2009-10,2009,,NE,Not estimated
SA,E.  Other,2010-11,2010,,NE,Not estimated
SA,E.  Other,2011-12,2011,,NE,Not estimated
SA,E.  Other,2012-13,2012,,NE,Not estimated
SA,E.  Other,2013-14,2013,,NE,Not estimated
SA,E.  Other,2014-15,2014,,NE,Not estimated
SA,E.  Other,2015-16,2015,,NE,Not estimated
SA,E.  Other,2016-17,2016,,NE,Not estimated
SA,E.  Other,2017-18,2017,,NE,Not estimated
SA,E.  Other,2018-19,2018,,NE,Not estimated
SA,E.  Other,2019-20,2019,,NE,Not estimated
SA,E.  Other,2020-21,2020,,NE,Not estimated
SA,E.  Other,2021-22,2021,,NE,Not estimated
SA,E.  Other,2022-23,2022,,NE,Not estimated
SA,E.  Other,2023-24,2023,,NE,Not estimated
