jurisdiction,category,financial_year,financial_year_start,emissions_gg_co2e,notation_key,notation_meaning
WA,D.  Waste water treatment and discharge,1997-98,1997,442.4500145876911,,
WA,D.  Waste water treatment and discharge,1998-99,1998,441.6257145772699,,
WA,D.  Waste water treatment and discharge,1999-00,1999,440.2811652135922,,
WA,D.  Waste water treatment and discharge,2000-01,2000,460.7763533537492,,
WA,D.  Waste water treatment and discharge,2001-02,2001,423.1597962229708,,
WA,D.  Waste water treatment and discharge,2002-03,2002,293.62830769135843,,
WA,D.  Waste water treatment and discharge,2003-04,2003,299.38321318458566,,
WA,D.  Waste water treatment and discharge,2004-05,2004,301.8279529729778,,
WA,D.  Waste water treatment and discharge,2005-06,2005,306.7135339806502,,
WA,D.  Waste water treatment and discharge,2006-07,2006,314.1169773738771,,
WA,D.  Waste water treatment and discharge,2007-08,2007,317.20354430348743,,
WA,D.  Waste water treatment and discharge,2008-09,2008,326.7553579075614,,
WA,D.  Waste water treatment and discharge,2009-10,2009,371.0359635179873,,
WA,D.  Waste water treatment and discharge,2010-11,2010,288.46687064261204,,
WA,D.  Waste water treatment and discharge,2011-12,2011,304.0839008380511,,
WA,D.  Waste water treatment and discharge,2012-13,2012,224.29590798838672,,
WA,D.  Waste water treatment and discharge,2013-14,2013,198.6282800584038,,
WA,D.  Waste water treatment and discharge,2014-15,2014,183.48620780061663,,
WA,D.  Waste water treatment and discharge,2015-16,2015,226.5383674891399,,
WA,D.  Waste water treatment and discharge,2016-17,2016,189.46676254009083,,
WA,D.  Waste water treatment and discharge,2017-18,2017,201.84752837619868,,
WA,D.  Waste water treatment and discharge,2018-19,2018,213.0984129966705,,
WA,D.  Waste water treatment and discharge,2019-20,2019,216.25506389064657,,
WA,D.  Waste water treatment and discharge,2020-21,2020,235.12240797944372,,
WA,D.  Waste water treatment and discharge,2021-22,2021,222.16485649096433,,
WA,D.  Waste water treatment and discharge,2022-23,2022,221.54968254300476,,
WA,D.  Waste water treatment and discharge,2023-24,2023,239.23460546112096,,
WA,E.  Other,1989-90,1989,,NE,Not estimated
WA,E.  Other,1990-91,1990,,NE,Not estimated
WA,E.  Other,1991-92,1991,,NE,Not estimated
WA,E.  Other,1992-93,1992,,NE,Not estimated
WA,E.  Other,1993-94,1993,,NE,Not estimated
WA,E.  Other,1994-95,1994,,NE,Not estimated
WA,E.  Other,1995-96,1995,,NE,Not estimated
WA,E.  Other,1996-97,1996,,NE,Not estimated
WA,E.  Other,1997-98,1997,,NE,Not estimated
WA,E.  Other,1998-99,1998,,NE,Not estimated
WA,E.  Other,1999-00,1999,,NE,Not estimated
WA,E.  Other,2000-01,2000,,NE,Not estimated
WA,E.  Other,2001-02,2001,,NE,Not estimated
WA,E.  Other,2002-03,2002,,NE,Not estimated
WA,E.  Other,2003-04,2003,,NE,Not estimated
WA,E.  Other,2004-05,2004,,NE,Not estimated
WA,E.  Other,2005-06,2005,,NE,Not estimated
WA,E.  Other,2006-07,2006,,NE,Not estimated
WA,E.  Other,2007-08,2007,,NE,Not estimated
WA,E.  Other,2008-09,2008,,NE,Not estimated
WA,E.  Other,2009-10,2009,,NE,Not estimated
WA,E.  Other,2010-11,2010,,NE,Not estimated
WA,E.  Other,2011-12,2011,,NE,Not estimated
WA,E.  Other,2012-13,2012,,NE,Not estimated
WA,E.  Other,2013-14,2013,,NE,Not estimated
WA,E.  Other,2014-15,2014,,NE,Not estimated
WA,E.  Other,2015-16,2015,,NE,Not estimated
WA,E.  Other,2016-17,2016,,NE,Not estimated
WA,E.  Other,2017-18,2017,,NE,Not estimated
WA,E.  Other,2018-19,2018,,NE,Not estimated
WA,E.  Other,2019-20,2019,,NE,Not estimated
WA,E.  Other,2020-21,2020,,NE,Not estimated
WA,E.  Other,2021-22,2021,,NE,Not estimated
WA,E.  Other,2022-23,2022,,NE,Not estimated
WA,E.  Other,2023-24,2023,,NE,Not estimated
Tas,Total (net emissions),1989-90,1989,19420.56265386551,,
Tas,Total (net emissions),1990-91,1990,22947.501862621415,,
Tas,Total (net emissions),1991-92,1991,18078.402855451146,,
Tas,Total (net emissions),1992-93,1992,16385.0955852226,,
Tas,Total (net emissions),1993-94,1993,15643.704472945385,,
Tas,Total (net emissions),1994-95,1994,20134.679660186895,,
Tas,Total (net emissions),1995-96,1995,18527.823612572654,,
Tas,Total (net emissions),1996-97,1996,14439.789952336858,,
Tas,Total (net emissions),1997-98,1997,15207.298514345852,,
Tas,Total (net emissions),1998-99,1998,15241.043580305137,,
Tas,Total (net emissions),1999-00,1999,17897.196493850854,,
Tas,Total (net emissions),2000-01,2000,18161.88030930926,,
Tas,Total (net emissions),2001-02,2001,13768.305850856501,,
Tas,Total (net emissions),2002-03,2002,13437.603761779517,,
Tas,Total (net emissions),2003-04,2003,13419.543708652958,,
Tas,Total (net emissions),2004-05,2004,15448.095332750896,,
Tas,Total (net emissions),2005-06,2005,10517.63863415686,,
Tas,Total (net emissions),2006-07,2006,9376.392142754587,,
Tas,Total (net emissions),2007-08,2007,11802.296329393992,,
Tas,Total (net emissions),2008-09,2008,9603.595318018499,,
Tas,Total (net emissions),2009-10,2009,8656.507888474827,,
Tas,Total (net emissions),2010-11,2010,9335.522390606839,,
Tas,Total (net emissions),2011-12,2011,2406.0375960183,,
Tas,Total (net emissions),2012-13,2012,336.0195487182397,,
Tas,Total (net emissions),2013-14,2013,-3209.2607112302776,,
Tas,Total (net emissions),2014-15,2014,-2764.925937027926,,
Tas,Total (net emissions),2015-16,2015,-6291.437368345133,,
Tas,Total (net emissions),2016-17,2016,-1906.3542361932987,,
Tas,Total (net emissions),2017-18,2017,-6674.378008929299,,
Tas,Total (net emissions),2018-19,2018,-4350.045192707167,,
Tas,Total (net emissions),2019-20,2019,-5343.645051280613,,
Tas,Total (net emissions),2020-21,2020,-3592.245785873122,,
Tas,Total (net emissions),2021-22,2021,-4824.941382992,,
Tas,Total (net emissions),2022-23,2022,-5639.96080281526,,
Tas,Total (net emissions),2023-24,2023,-4564.6436844659775,,
Tas,1. Energy,1989-90,1989,3694.5392184182388,,
Tas,1. Energy,1990-91,1990,3841.1399192755675,,
Tas,1. Energy,1991-92,1991,3155.0390719643237,,
Tas,1. Energy,1992-93,1992,3209.922007181348,,
Tas,1. Energy,1993-94,1993,3268.0726791658667,,
Tas,1. Energy,1994-95,1994,3351.2606368131787,,
Tas,1. Energy,1995-96,1995,3346.464746783677,,
Tas,1. Energy,1996-97,1996,3387.5054765661025,,
Tas,1. Energy,1997-98,1997,3317.1523902457416,,
Tas,1. Energy,1998-99,1998,3325.2497338818253,,
Tas,1. Energy,1999-00,1999,3289.4760046749934,,
Tas,1. Energy,2000-01,2000,3280.9398849513395,,
Tas,1. Energy,2001-02,2001,3334.1828000883443,,
Tas,1. Energy,2002-03,2002,3428.7354559704318,,
Tas,1. Energy,2003-04,2003,3611.5778760722774,,
Tas,1. Energy,2004-05,2004,3812.8693359347903,,
Tas,1. Energy,2005-06,2005,3900.860702630222,,
Tas,1. Energy,2006-07,2006,3984.98244199722,,
Tas,1. Energy,2007-08,2007,4262.763133767299,,
Tas,1. Energy,2008-09,2008,4124.815153495153,,
Tas,1. Energy,2009-10,2009,4175.710273910732,,
Tas,1. Energy,2010-11,2010,4229.033227341514,,
Tas,1. Energy,2011-12,2011,4064.304051169644,,
Tas,1. Energy,2012-13,2012,4320.261446449679,,
Tas,1. Energy,2013-14,2013,3851.1113867436748,,
Tas,1. Energy,2014-15,2014,3524.03562630067,,
Tas,1. Energy,2015-16,2015,3842.2959065614523,,
Tas,1. Energy,2016-17,2016,3792.466405117828,,
Tas,1. Energy,2017-18,2017,3874.826899149617,,
Tas,1. Energy,2018-19,2018,3829.5225984267026,,
Tas,1. Energy,2019-20,2019,3453.259069946737,,
Tas,1. Energy,2020-21,2020,3674.8076974776345,,
Tas,1. Energy,2021-22,2021,3595.012741322946,,
Tas,1. Energy,2022-23,2022,3623.875113376474,,
Tas,1. Energy,2023-24,2023,3651.1112153154277,,
Tas,A. Fuel combustion (sectoral approach),1989-90,1989,3692.689469364704,,
Tas,A. Fuel combustion (sectoral approach),1990-91,1990,3829.5640401677347,,
Tas,A. Fuel combustion (sectoral approach),1991-92,1991,3144.288220515427,,
Tas,A. Fuel combustion (sectoral approach),1992-93,1992,3200.211279364348,,
Tas,A. Fuel combustion (sectoral approach),1993-94,1993,3256.790877713205,,
Tas,A. Fuel combustion (sectoral approach),1994-95,1994,3339.035963760427,,
Tas,A. Fuel combustion (sectoral approach),1995-96,1995,3333.948977457468,,
Tas,A. Fuel combustion (sectoral approach),1996-97,1996,3375.4699648923415,,
Tas,A. Fuel combustion (sectoral approach),1997-98,1997,3305.8433514968,,
Tas,A. Fuel combustion (sectoral approach),1998-99,1998,3309.9582344532805,,
Tas,A. Fuel combustion (sectoral approach),1999-00,1999,3276.798995681431,,
Tas,A. Fuel combustion (sectoral approach),2000-01,2000,3268.600038788725,,
Tas,A. Fuel combustion (sectoral approach),2001-02,2001,3320.5461931679715,,
Tas,A. Fuel combustion (sectoral approach),2002-03,2002,3406.695904064144,,
Tas,A. Fuel combustion (sectoral approach),2003-04,2003,3587.480917162154,,
Tas,A. Fuel combustion (sectoral approach),2004-05,2004,3786.0051961025047,,
Tas,A. Fuel combustion (sectoral approach),2005-06,2005,3873.4298420122173,,
Tas,A. Fuel combustion (sectoral approach),2006-07,2006,3957.4252996517744,,
Tas,A. Fuel combustion (sectoral approach),2007-08,2007,4224.3359480287345,,
Tas,A. Fuel combustion (sectoral approach),2008-09,2008,4099.9095982668805,,
Tas,A. Fuel combustion (sectoral approach),2009-10,2009,4136.8846309005785,,
Tas,A. Fuel combustion (sectoral approach),2010-11,2010,4178.2304124417215,,
Tas,A. Fuel combustion (sectoral approach),2011-12,2011,4008.2874571029306,,
Tas,A. Fuel combustion (sectoral approach),2012-13,2012,4258.439766468287,,
Tas,A. Fuel combustion (sectoral approach),2013-14,2013,3791.9674887795677,,
Tas,A. Fuel combustion (sectoral approach),2014-15,2014,3455.4955912934242,,
Tas,A. Fuel combustion (sectoral approach),2015-16,2015,3768.514118125157,,
Tas,A. Fuel combustion (sectoral approach),2016-17,2016,3733.526620920092,,
Tas,A. Fuel combustion (sectoral approach),2017-18,2017,3773.8461544498546,,
Tas,A. Fuel combustion (sectoral approach),2018-19,2018,3732.06202197413,,
Tas,A. Fuel combustion (sectoral approach),2019-20,2019,3358.279596125413,,
Tas,A. Fuel combustion (sectoral approach),2020-21,2020,3566.4223403733304,,
Tas,A. Fuel combustion (sectoral approach),2021-22,2021,3525.1517391192024,,
Tas,A. Fuel combustion (sectoral approach),2022-23,2022,3545.9592690302543,,
Tas,A. Fuel combustion (sectoral approach),2023-24,2023,3592.13013754208,,
Tas,1.  Energy industries,1989-90,1989,570.1963690269719,,
Tas,1.  Energy industries,1990-91,1990,756.1842463877367,,
Tas,1.  Energy industries,1991-92,1991,61.50468756493182,,
Tas,1.  Energy industries,1992-93,1992,57.32992124011653,,
Tas,1.  Energy industries,1993-94,1993,65.44604382847298,,
Tas,1.  Energy industries,1994-95,1994,66.91485205977595,,
Tas,1.  Energy industries,1995-96,1995,68.07743610960551,,
Tas,1.  Energy industries,1996-97,1996,67.52377949771633,,
Tas,1.  Energy industries,1997-98,1997,68.3385034177553,,
Tas,1.  Energy industries,1998-99,1998,75.11825247636885,,
Tas,1.  Energy industries,1999-00,1999,65.09780306326358,,
Tas,1.  Energy industries,2000-01,2000,112.1486060658508,,
Tas,1.  Energy industries,2001-02,2001,113.041019857144,,
Tas,1.  Energy industries,2002-03,2002,298.5822936566447,,
Tas,1.  Energy industries,2003-04,2003,336.7121404024472,,
Tas,1.  Energy industries,2004-05,2004,503.01810762050593,,
Tas,1.  Energy industries,2005-06,2005,485.2729405410287,,
Tas,1.  Energy industries,2006-07,2006,524.3285117606908,,
Tas,1.  Energy industries,2007-08,2007,669.5835741278711,,
Tas,1.  Energy industries,2008-09,2008,402.3086952722208,,
Tas,1.  Energy industries,2009-10,2009,523.483790913193,,
Tas,1.  Energy industries,2010-11,2010,658.1282823558236,,
Tas,1.  Energy industries,2011-12,2011,671.4421786522487,,
Tas,1.  Energy industries,2012-13,2012,731.8684408799801,,
Tas,1.  Energy industries,2013-14,2013,422.3492759860849,,
Tas,1.  Energy industries,2014-15,2014,108.63380984336186,,
Tas,1.  Energy industries,2015-16,2015,484.1983351731644,,
Tas,1.  Energy industries,2016-17,2016,442.7802471841597,,
Tas,1.  Energy industries,2017-18,2017,469.66603006895474,,
Tas,1.  Energy industries,2018-19,2018,331.8202658621391,,
Tas,1.  Energy industries,2019-20,2019,143.7060149673557,,
Tas,1.  Energy industries,2020-21,2020,135.19638847656046,,
Tas,1.  Energy industries,2021-22,2021,117.50712543336512,,
Tas,1.  Energy industries,2022-23,2022,138.57852341408577,,
Tas,1.  Energy industries,2023-24,2023,211.44097681038386,,
Tas,2.  Manufacturing industries and construction,1989-90,1989,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1990-91,1990,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1991-92,1991,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1992-93,1992,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1993-94,1993,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1994-95,1994,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1995-96,1995,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1996-97,1996,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1997-98,1997,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1998-99,1998,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,1999-00,1999,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2000-01,2000,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2001-02,2001,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2002-03,2002,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2003-04,2003,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2004-05,2004,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2005-06,2005,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2006-07,2006,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2007-08,2007,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2008-09,2008,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2009-10,2009,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2010-11,2010,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2011-12,2011,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2012-13,2012,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2013-14,2013,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2014-15,2014,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2015-16,2015,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2016-17,2016,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2017-18,2017,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2018-19,2018,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2019-20,2019,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2020-21,2020,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2021-22,2021,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2022-23,2022,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,2.  Manufacturing industries and construction,2023-24,2023,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,3.  Transport,1989-90,1989,1527.9822614106577,,
Tas,3.  Transport,1990-91,1990,1485.519246046422,,
Tas,3.  Transport,1991-92,1991,1498.020949554356,,
Tas,3.  Transport,1992-93,1992,1555.309009655454,,
Tas,3.  Transport,1993-94,1993,1583.1631328466904,,
Tas,3.  Transport,1994-95,1994,1640.5309858475603,,
Tas,3.  Transport,1995-96,1995,1666.4337546001684,,
Tas,3.  Transport,1996-97,1996,1677.145325904643,,
Tas,3.  Transport,1997-98,1997,1663.4273135434132,,
Tas,3.  Transport,1998-99,1998,1655.5932464212497,,
Tas,3.  Transport,1999-00,1999,1663.8865632897173,,
Tas,3.  Transport,2000-01,2000,1636.118108310594,,
Tas,3.  Transport,2001-02,2001,1674.378461134983,,
Tas,3.  Transport,2002-03,2002,1763.5250596740448,,
Tas,3.  Transport,2003-04,2003,1853.5287397294187,,
Tas,3.  Transport,2004-05,2004,1862.406510795357,,
Tas,3.  Transport,2005-06,2005,1874.6392115675308,,
Tas,3.  Transport,2006-07,2006,1907.2129880608693,,
Tas,3.  Transport,2007-08,2007,1949.2181040938544,,
Tas,3.  Transport,2008-09,2008,1847.6970343515788,,
Tas,3.  Transport,2009-10,2009,1873.9944607594243,,
Tas,3.  Transport,2010-11,2010,1916.2169089865358,,
Tas,3.  Transport,2011-12,2011,1760.8304636405446,,
Tas,3.  Transport,2012-13,2012,1761.6243568231969,,
Tas,3.  Transport,2013-14,2013,1713.9626729277106,,
Tas,3.  Transport,2014-15,2014,1710.2528182552314,,
Tas,3.  Transport,2015-16,2015,1709.4884772390785,,
Tas,3.  Transport,2016-17,2016,1654.7244646659685,,
Tas,3.  Transport,2017-18,2017,1679.4246075906221,,
Tas,3.  Transport,2018-19,2018,1782.3398275655834,,
Tas,3.  Transport,2019-20,2019,1660.5775501228188,,
Tas,3.  Transport,2020-21,2020,1786.8914876706624,,
Tas,3.  Transport,2021-22,2021,1772.7868205566153,,
Tas,3.  Transport,2022-23,2022,1706.9347314902273,,
Tas,3.  Transport,2023-24,2023,1714.0673126412257,,
Tas,4.  Other sectors,1989-90,1989,592.8382911991097,,
Tas,4.  Other sectors,1990-91,1990,591.183876497307,,
Tas,4.  Other sectors,1991-92,1991,596.0911753109419,,
Tas,4.  Other sectors,1992-93,1992,599.9539801121978,,
Tas,4.  Other sectors,1993-94,1993,579.6630257371938,,
Tas,4.  Other sectors,1994-95,1994,563.5173485167763,,
Tas,4.  Other sectors,1995-96,1995,541.2570018524058,,
Tas,4.  Other sectors,1996-97,1996,531.7145170287971,,
Tas,4.  Other sectors,1997-98,1997,507.13161052225394,,
Tas,4.  Other sectors,1998-99,1998,483.6860214295573,,
Tas,4.  Other sectors,1999-00,1999,472.93773332595845,,
Tas,4.  Other sectors,2000-01,2000,497.5505720028228,,
Tas,4.  Other sectors,2001-02,2001,458.806083747081,,
Tas,4.  Other sectors,2002-03,2002,471.1040658467807,,
Tas,4.  Other sectors,2003-04,2003,476.425328136187,,
Tas,4.  Other sectors,2004-05,2004,418.37027257637055,,
Tas,4.  Other sectors,2005-06,2005,476.7300183290432,,
Tas,4.  Other sectors,2006-07,2006,469.2534896429273,,
Tas,4.  Other sectors,2007-08,2007,479.87721533065246,,
Tas,4.  Other sectors,2008-09,2008,482.00779934183527,,
Tas,4.  Other sectors,2009-10,2009,475.98517861779214,,
Tas,4.  Other sectors,2010-11,2010,435.2561563118223,,
Tas,4.  Other sectors,2011-12,2011,429.6033396661745,,
Tas,4.  Other sectors,2012-13,2012,451.79626481398367,,
Tas,4.  Other sectors,2013-14,2013,487.9866293827024,,
Tas,4.  Other sectors,2014-15,2014,520.7118182373082,,
Tas,4.  Other sectors,2015-16,2015,527.4210949304064,,
Tas,4.  Other sectors,2016-17,2016,525.4082313206924,,
Tas,4.  Other sectors,2017-18,2017,529.1054321882326,,
Tas,4.  Other sectors,2018-19,2018,541.1061953844786,,
Tas,4.  Other sectors,2019-20,2019,483.31276370790766,,
Tas,4.  Other sectors,2020-21,2020,567.9842110963832,,
Tas,4.  Other sectors,2021-22,2021,557.5379781923305,,
Tas,4.  Other sectors,2022-23,2022,570.250272752467,,
Tas,4.  Other sectors,2023-24,2023,573.3448323065395,,
Tas,5.  Other,1989-90,1989,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1990-91,1990,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1991-92,1991,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1992-93,1992,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1993-94,1993,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1994-95,1994,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1995-96,1995,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1996-97,1996,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1997-98,1997,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1998-99,1998,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,1999-00,1999,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2000-01,2000,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2001-02,2001,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2002-03,2002,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2003-04,2003,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2004-05,2004,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2005-06,2005,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2006-07,2006,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2007-08,2007,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2008-09,2008,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2009-10,2009,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2010-11,2010,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2011-12,2011,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2012-13,2012,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2013-14,2013,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2014-15,2014,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2015-16,2015,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2016-17,2016,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2017-18,2017,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2018-19,2018,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2019-20,2019,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2020-21,2020,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2021-22,2021,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2022-23,2022,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,5.  Other,2023-24,2023,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,B. Fugitive emissions from fuels,1989-90,1989,1.8497490535339114,,
Tas,B. Fugitive emissions from fuels,1990-91,1990,11.575879107832415,,
Tas,B. Fugitive emissions from fuels,1991-92,1991,10.750851448897011,,
Tas,B. Fugitive emissions from fuels,1992-93,1992,9.71072781699969,,
Tas,B. Fugitive emissions from fuels,1993-94,1993,11.281801452661444,,
Tas,B. Fugitive emissions from fuels,1994-95,1994,12.22467305275173,,
Tas,B. Fugitive emissions from fuels,1995-96,1995,12.515769326209607,,
Tas,B. Fugitive emissions from fuels,1996-97,1996,12.035511673760933,,
Tas,B. Fugitive emissions from fuels,1997-98,1997,11.309038748941415,,
Tas,B. Fugitive emissions from fuels,1998-99,1998,15.291499428545078,,
Tas,B. Fugitive emissions from fuels,1999-00,1999,12.677008993562879,,
Tas,B. Fugitive emissions from fuels,2000-01,2000,12.339846162614489,,
Tas,B. Fugitive emissions from fuels,2001-02,2001,13.636606920372222,,
Tas,B. Fugitive emissions from fuels,2002-03,2002,22.039551906288132,,
Tas,B. Fugitive emissions from fuels,2003-04,2003,24.096958910123103,,
Tas,B. Fugitive emissions from fuels,2004-05,2004,26.864139832285666,,
Tas,B. Fugitive emissions from fuels,2005-06,2005,27.430860618005223,,
Tas,B. Fugitive emissions from fuels,2006-07,2006,27.557142345445914,,
Tas,B. Fugitive emissions from fuels,2007-08,2007,38.427185738565164,,
Tas,B. Fugitive emissions from fuels,2008-09,2008,24.90555522827146,,
Tas,B. Fugitive emissions from fuels,2009-10,2009,38.82564301015313,,
Tas,B. Fugitive emissions from fuels,2010-11,2010,50.802814899792146,,
Tas,B. Fugitive emissions from fuels,2011-12,2011,56.01659406671363,,
Tas,B. Fugitive emissions from fuels,2012-13,2012,61.82167998139116,,
Tas,B. Fugitive emissions from fuels,2013-14,2013,59.14389796410737,,
Tas,B. Fugitive emissions from fuels,2014-15,2014,68.54003500724605,,
Tas,B. Fugitive emissions from fuels,2015-16,2015,73.78178843629514,,
Tas,B. Fugitive emissions from fuels,2016-17,2016,58.93978419773662,,
Tas,B. Fugitive emissions from fuels,2017-18,2017,100.98074469976275,,
Tas,B. Fugitive emissions from fuels,2018-19,2018,97.46057645257294,,
Tas,B. Fugitive emissions from fuels,2019-20,2019,94.97947382132374,,
Tas,B. Fugitive emissions from fuels,2020-21,2020,108.38535710430443,,
Tas,B. Fugitive emissions from fuels,2021-22,2021,69.86100220374355,,
Tas,B. Fugitive emissions from fuels,2022-23,2022,77.91584434621977,,
Tas,B. Fugitive emissions from fuels,2023-24,2023,58.98107777334735,,
Tas,1.  Solid fuels,1989-90,1989,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1990-91,1990,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1991-92,1991,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1992-93,1992,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1993-94,1993,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1994-95,1994,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1995-96,1995,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1996-97,1996,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1997-98,1997,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1998-99,1998,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,1999-00,1999,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,2000-01,2000,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,2001-02,2001,,C,Confidential (aggregated to avoid disclosing confidential information)
Tas,1.  Solid fuels,2002-03,2002,,C,Confidential (aggregated to avoid disclosing confidential information)
