STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,19011,193747,234814,227959,180803,170944,1027278,36.02%
VIC,2280,40738,42153,40487,30953,27722,184333,8.37%
QLD,21812,97042,84609,57633,36142,26208,323446,18.27%
SA,25712,60784,58474,57108,47827,44007,293912,45.03%
WA,1083,30689,55764,54101,43165,39648,224450,24.26%
TAS,209,8989,16842,17302,14529,14595,72466,36.80%
NT,63,400,971,900,609,292,3235,3.58%
ACT,266,1590,2730,2412,1886,1434,10318,7.24%
TOTAL,70436,433979,496357,457902,355914,324850,2139438,24.22%
