STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,18921,196877,238269,222008,163695,139709,979479,33.22%
VIC,4615,58402,60763,52281,39124,32289,247474,10.90%
QLD,21181,87715,77641,54349,33980,22249,297115,16.55%
SA,23911,58681,57566,56525,44343,36719,277745,40.93%
WA,2030,33329,57049,54435,40991,35034,222868,24.66%
TAS,480,9752,16835,17647,13408,12494,70616,34.22%
NT,156,882,1247,1001,593,233,4112,4.92%
ACT,519,3039,3678,3070,2165,1623,14094,9.68%
TOTAL,71813,448677,513048,461316,338299,280350,2113503,23.40%
