category_code,category,postcode,period,period_type,metric_text,value
SGU-Solar,Small Generation Unit - Solar Panel,3233,all-time,grand_total,Rated Power Output In kW,4143.5869999999995
SGU-Solar,Small Generation Unit - Solar Panel,3234,all-time,grand_total,Rated Power Output In kW,583.615
SGU-Solar,Small Generation Unit - Solar Panel,3235,all-time,grand_total,Rated Power Output In kW,942.4900000000002
SGU-Solar,Small Generation Unit - Solar Panel,3236,all-time,grand_total,Rated Power Output In kW,383.26
SGU-Solar,Small Generation Unit - Solar Panel,3237,all-time,grand_total,Rated Power Output In kW,640.9219999999999
SGU-Solar,Small Generation Unit - Solar Panel,3238,all-time,grand_total,Rated Power Output In kW,459.4000000000001
SGU-Solar,Small Generation Unit - Solar Panel,3239,all-time,grand_total,Rated Power Output In kW,820.2199999999999
SGU-Solar,Small Generation Unit - Solar Panel,3240,all-time,grand_total,Rated Power Output In kW,3184.851000000001
SGU-Solar,Small Generation Unit - Solar Panel,3241,all-time,grand_total,Rated Power Output In kW,4081.572999999999
SGU-Solar,Small Generation Unit - Solar Panel,3242,all-time,grand_total,Rated Power Output In kW,1440.6149999999996
SGU-Solar,Small Generation Unit - Solar Panel,3243,all-time,grand_total,Rated Power Output In kW,452.52
SGU-Solar,Small Generation Unit - Solar Panel,3249,all-time,grand_total,Rated Power Output In kW,3735.599999999999
SGU-Solar,Small Generation Unit - Solar Panel,3250,all-time,grand_total,Rated Power Output In kW,10183.318000000005
SGU-Solar,Small Generation Unit - Solar Panel,3251,all-time,grand_total,Rated Power Output In kW,430.095
SGU-Solar,Small Generation Unit - Solar Panel,3254,all-time,grand_total,Rated Power Output In kW,449.4200000000001
SGU-Solar,Small Generation Unit - Solar Panel,3260,all-time,grand_total,Rated Power Output In kW,5385.094999999999
SGU-Solar,Small Generation Unit - Solar Panel,3264,all-time,grand_total,Rated Power Output In kW,2844.2299999999987
SGU-Solar,Small Generation Unit - Solar Panel,3265,all-time,grand_total,Rated Power Output In kW,5612.721
SGU-Solar,Small Generation Unit - Solar Panel,3266,all-time,grand_total,Rated Power Output In kW,4796.7469999999985
SGU-Solar,Small Generation Unit - Solar Panel,3267,all-time,grand_total,Rated Power Output In kW,319.10499999999996
SGU-Solar,Small Generation Unit - Solar Panel,3268,all-time,grand_total,Rated Power Output In kW,4675.665
SGU-Solar,Small Generation Unit - Solar Panel,3269,all-time,grand_total,Rated Power Output In kW,1455.9769999999999
SGU-Solar,Small Generation Unit - Solar Panel,3270,all-time,grand_total,Rated Power Output In kW,328.87999999999994
SGU-Solar,Small Generation Unit - Solar Panel,3271,all-time,grand_total,Rated Power Output In kW,358.465
SGU-Solar,Small Generation Unit - Solar Panel,3272,all-time,grand_total,Rated Power Output In kW,1908.0749999999994
SGU-Solar,Small Generation Unit - Solar Panel,3273,all-time,grand_total,Rated Power Output In kW,143.84499999999997
SGU-Solar,Small Generation Unit - Solar Panel,3274,all-time,grand_total,Rated Power Output In kW,309.50000000000006
SGU-Solar,Small Generation Unit - Solar Panel,3275,all-time,grand_total,Rated Power Output In kW,361.88100000000003
SGU-Solar,Small Generation Unit - Solar Panel,3276,all-time,grand_total,Rated Power Output In kW,612.7700000000001
SGU-Solar,Small Generation Unit - Solar Panel,3277,all-time,grand_total,Rated Power Output In kW,2619.5249999999996
SGU-Solar,Small Generation Unit - Solar Panel,3278,all-time,grand_total,Rated Power Output In kW,637.8600000000001
SGU-Solar,Small Generation Unit - Solar Panel,3279,all-time,grand_total,Rated Power Output In kW,573.2550000000001
SGU-Solar,Small Generation Unit - Solar Panel,3280,all-time,grand_total,Rated Power Output In kW,23546.911
SGU-Solar,Small Generation Unit - Solar Panel,3281,all-time,grand_total,Rated Power Output In kW,2809.373
SGU-Solar,Small Generation Unit - Solar Panel,3282,all-time,grand_total,Rated Power Output In kW,2504.588999999999
SGU-Solar,Small Generation Unit - Solar Panel,3283,all-time,grand_total,Rated Power Output In kW,1957.402
SGU-Solar,Small Generation Unit - Solar Panel,3284,all-time,grand_total,Rated Power Output In kW,3808.490999999999
SGU-Solar,Small Generation Unit - Solar Panel,3285,all-time,grand_total,Rated Power Output In kW,1330.7629999999997
SGU-Solar,Small Generation Unit - Solar Panel,3286,all-time,grand_total,Rated Power Output In kW,546.9860000000001
SGU-Solar,Small Generation Unit - Solar Panel,3287,all-time,grand_total,Rated Power Output In kW,385.20199999999994
SGU-Solar,Small Generation Unit - Solar Panel,3289,all-time,grand_total,Rated Power Output In kW,879.3270000000001
SGU-Solar,Small Generation Unit - Solar Panel,3292,all-time,grand_total,Rated Power Output In kW,328.27000000000004
SGU-Solar,Small Generation Unit - Solar Panel,3293,all-time,grand_total,Rated Power Output In kW,250.14599999999993
SGU-Solar,Small Generation Unit - Solar Panel,3294,all-time,grand_total,Rated Power Output In kW,1237.534
SGU-Solar,Small Generation Unit - Solar Panel,3300,all-time,grand_total,Rated Power Output In kW,8153.152
SGU-Solar,Small Generation Unit - Solar Panel,3301,all-time,grand_total,Rated Power Output In kW,1116.3869999999997
SGU-Solar,Small Generation Unit - Solar Panel,3302,all-time,grand_total,Rated Power Output In kW,307.385
SGU-Solar,Small Generation Unit - Solar Panel,3303,all-time,grand_total,Rated Power Output In kW,355.495
SGU-Solar,Small Generation Unit - Solar Panel,3304,all-time,grand_total,Rated Power Output In kW,2983.4529999999977
SGU-Solar,Small Generation Unit - Solar Panel,3305,all-time,grand_total,Rated Power Output In kW,12170.418
SGU-Solar,Small Generation Unit - Solar Panel,3309,all-time,grand_total,Rated Power Output In kW,85.4
SGU-Solar,Small Generation Unit - Solar Panel,3310,all-time,grand_total,Rated Power Output In kW,250.11
SGU-Solar,Small Generation Unit - Solar Panel,3311,all-time,grand_total,Rated Power Output In kW,1743.2020000000002
SGU-Solar,Small Generation Unit - Solar Panel,3312,all-time,grand_total,Rated Power Output In kW,833.6150000000001
SGU-Solar,Small Generation Unit - Solar Panel,3314,all-time,grand_total,Rated Power Output In kW,689.1460000000001
SGU-Solar,Small Generation Unit - Solar Panel,3315,all-time,grand_total,Rated Power Output In kW,1638.3750000000002
SGU-Solar,Small Generation Unit - Solar Panel,3317,all-time,grand_total,Rated Power Output In kW,169.10000000000002
SGU-Solar,Small Generation Unit - Solar Panel,3318,all-time,grand_total,Rated Power Output In kW,1737.1860000000008
SGU-Solar,Small Generation Unit - Solar Panel,3319,all-time,grand_total,Rated Power Output In kW,343.481
SGU-Solar,Small Generation Unit - Solar Panel,3321,all-time,grand_total,Rated Power Output In kW,2678.7349999999988
SGU-Solar,Small Generation Unit - Solar Panel,3322,all-time,grand_total,Rated Power Output In kW,168.14999999999998
SGU-Solar,Small Generation Unit - Solar Panel,3323,all-time,grand_total,Rated Power Output In kW,61.92
SGU-Solar,Small Generation Unit - Solar Panel,3324,all-time,grand_total,Rated Power Output In kW,615.6100000000002
SGU-Solar,Small Generation Unit - Solar Panel,3325,all-time,grand_total,Rated Power Output In kW,838.8199999999998
SGU-Solar,Small Generation Unit - Solar Panel,3328,all-time,grand_total,Rated Power Output In kW,3044.646999999997
SGU-Solar,Small Generation Unit - Solar Panel,3329,all-time,grand_total,Rated Power Output In kW,275.205
SGU-Solar,Small Generation Unit - Solar Panel,3330,all-time,grand_total,Rated Power Output In kW,182.26000000000002
SGU-Solar,Small Generation Unit - Solar Panel,3331,all-time,grand_total,Rated Power Output In kW,9070.550000000001
SGU-Solar,Small Generation Unit - Solar Panel,3332,all-time,grand_total,Rated Power Output In kW,1905.3390000000004
SGU-Solar,Small Generation Unit - Solar Panel,3333,all-time,grand_total,Rated Power Output In kW,1341.2820000000002
SGU-Solar,Small Generation Unit - Solar Panel,3334,all-time,grand_total,Rated Power Output In kW,557.9010000000001
SGU-Solar,Small Generation Unit - Solar Panel,3335,all-time,grand_total,Rated Power Output In kW,23693.508
SGU-Solar,Small Generation Unit - Solar Panel,3336,all-time,grand_total,Rated Power Output In kW,33349.35499999999
SGU-Solar,Small Generation Unit - Solar Panel,3337,all-time,grand_total,Rated Power Output In kW,35406.12300000001
SGU-Solar,Small Generation Unit - Solar Panel,3338,all-time,grand_total,Rated Power Output In kW,43307.325999999994
SGU-Solar,Small Generation Unit - Solar Panel,3340,all-time,grand_total,Rated Power Output In kW,25577.224000000002
SGU-Solar,Small Generation Unit - Solar Panel,3341,all-time,grand_total,Rated Power Output In kW,1989.5470000000012
SGU-Solar,Small Generation Unit - Solar Panel,3342,all-time,grand_total,Rated Power Output In kW,5023.386000000001
SGU-Solar,Small Generation Unit - Solar Panel,3345,all-time,grand_total,Rated Power Output In kW,2147.0889999999995
SGU-Solar,Small Generation Unit - Solar Panel,3350,all-time,grand_total,Rated Power Output In kW,56167.84499999999
SGU-Solar,Small Generation Unit - Solar Panel,3351,all-time,grand_total,Rated Power Output In kW,11653.987999999998
SGU-Solar,Small Generation Unit - Solar Panel,3352,all-time,grand_total,Rated Power Output In kW,25338.941999999995
SGU-Solar,Small Generation Unit - Solar Panel,3353,all-time,grand_total,Rated Power Output In kW,67.2
SGU-Solar,Small Generation Unit - Solar Panel,3354,all-time,grand_total,Rated Power Output In kW,33.04
SGU-Solar,Small Generation Unit - Solar Panel,3355,all-time,grand_total,Rated Power Output In kW,13151.622999999996
SGU-Solar,Small Generation Unit - Solar Panel,3356,all-time,grand_total,Rated Power Output In kW,14026.886999999993
SGU-Solar,Small Generation Unit - Solar Panel,3357,all-time,grand_total,Rated Power Output In kW,4336.963000000001
SGU-Solar,Small Generation Unit - Solar Panel,3358,all-time,grand_total,Rated Power Output In kW,3702.7450000000003
SGU-Solar,Small Generation Unit - Solar Panel,3360,all-time,grand_total,Rated Power Output In kW,1021.1750000000002
SGU-Solar,Small Generation Unit - Solar Panel,3361,all-time,grand_total,Rated Power Output In kW,801.7850000000002
SGU-Solar,Small Generation Unit - Solar Panel,3363,all-time,grand_total,Rated Power Output In kW,5230.599
SGU-Solar,Small Generation Unit - Solar Panel,3364,all-time,grand_total,Rated Power Output In kW,3499.986999999999
SGU-Solar,Small Generation Unit - Solar Panel,3370,all-time,grand_total,Rated Power Output In kW,2657.1199999999967
SGU-Solar,Small Generation Unit - Solar Panel,3371,all-time,grand_total,Rated Power Output In kW,1708.9049999999993
SGU-Solar,Small Generation Unit - Solar Panel,3373,all-time,grand_total,Rated Power Output In kW,3763.3969999999995
SGU-Solar,Small Generation Unit - Solar Panel,3374,all-time,grand_total,Rated Power Output In kW,897.0999999999999
SGU-Solar,Small Generation Unit - Solar Panel,3375,all-time,grand_total,Rated Power Output In kW,358.69
SGU-Solar,Small Generation Unit - Solar Panel,3377,all-time,grand_total,Rated Power Output In kW,9482.151999999996
SGU-Solar,Small Generation Unit - Solar Panel,3378,all-time,grand_total,Rated Power Output In kW,178.17499999999998
SGU-Solar,Small Generation Unit - Solar Panel,3379,all-time,grand_total,Rated Power Output In kW,779.5600000000001
SGU-Solar,Small Generation Unit - Solar Panel,3380,all-time,grand_total,Rated Power Output In kW,6404.998000000002
SGU-Solar,Small Generation Unit - Solar Panel,3381,all-time,grand_total,Rated Power Output In kW,2504.0480000000007
SGU-Solar,Small Generation Unit - Solar Panel,3384,all-time,grand_total,Rated Power Output In kW,842.7169999999999
SGU-Solar,Small Generation Unit - Solar Panel,3385,all-time,grand_total,Rated Power Output In kW,916.9250000000001
SGU-Solar,Small Generation Unit - Solar Panel,3387,all-time,grand_total,Rated Power Output In kW,449.12999999999994
SGU-Solar,Small Generation Unit - Solar Panel,3388,all-time,grand_total,Rated Power Output In kW,605.7650000000001
SGU-Solar,Small Generation Unit - Solar Panel,3390,all-time,grand_total,Rated Power Output In kW,1077.9269999999997
SGU-Solar,Small Generation Unit - Solar Panel,3391,all-time,grand_total,Rated Power Output In kW,331.565
SGU-Solar,Small Generation Unit - Solar Panel,3392,all-time,grand_total,Rated Power Output In kW,628.4500000000002
SGU-Solar,Small Generation Unit - Solar Panel,3393,all-time,grand_total,Rated Power Output In kW,3231.440000000001
SGU-Solar,Small Generation Unit - Solar Panel,3395,all-time,grand_total,Rated Power Output In kW,644.4769999999999
SGU-Solar,Small Generation Unit - Solar Panel,3396,all-time,grand_total,Rated Power Output In kW,1016.3800000000001
SGU-Solar,Small Generation Unit - Solar Panel,3400,all-time,grand_total,Rated Power Output In kW,15820.603000000003
SGU-Solar,Small Generation Unit - Solar Panel,3401,all-time,grand_total,Rated Power Output In kW,6778.300999999998
SGU-Solar,Small Generation Unit - Solar Panel,3402,all-time,grand_total,Rated Power Output In kW,90.74000000000001
SGU-Solar,Small Generation Unit - Solar Panel,3407,all-time,grand_total,Rated Power Output In kW,479.6380000000001
SGU-Solar,Small Generation Unit - Solar Panel,3409,all-time,grand_total,Rated Power Output In kW,1322.7849999999994
SGU-Solar,Small Generation Unit - Solar Panel,3412,all-time,grand_total,Rated Power Output In kW,342.78
SGU-Solar,Small Generation Unit - Solar Panel,3413,all-time,grand_total,Rated Power Output In kW,189.992
SGU-Solar,Small Generation Unit - Solar Panel,3414,all-time,grand_total,Rated Power Output In kW,2316.3849999999998
SGU-Solar,Small Generation Unit - Solar Panel,3415,all-time,grand_total,Rated Power Output In kW,25.060000000000002
SGU-Solar,Small Generation Unit - Solar Panel,3418,all-time,grand_total,Rated Power Output In kW,2874.936
SGU-Solar,Small Generation Unit - Solar Panel,3419,all-time,grand_total,Rated Power Output In kW,1016.3370000000002
SGU-Solar,Small Generation Unit - Solar Panel,3420,all-time,grand_total,Rated Power Output In kW,573.955
SGU-Solar,Small Generation Unit - Solar Panel,3423,all-time,grand_total,Rated Power Output In kW,578.239
SGU-Solar,Small Generation Unit - Solar Panel,3424,all-time,grand_total,Rated Power Output In kW,1199.375
SGU-Solar,Small Generation Unit - Solar Panel,3427,all-time,grand_total,Rated Power Output In kW,7119.486
SGU-Solar,Small Generation Unit - Solar Panel,3428,all-time,grand_total,Rated Power Output In kW,1102.5959999999998
SGU-Solar,Small Generation Unit - Solar Panel,3429,all-time,grand_total,Rated Power Output In kW,42979.11699999999
SGU-Solar,Small Generation Unit - Solar Panel,3430,all-time,grand_total,Rated Power Output In kW,391.87
SGU-Solar,Small Generation Unit - Solar Panel,3431,all-time,grand_total,Rated Power Output In kW,5551.0250000000015
SGU-Solar,Small Generation Unit - Solar Panel,3432,all-time,grand_total,Rated Power Output In kW,301.795
SGU-Solar,Small Generation Unit - Solar Panel,3433,all-time,grand_total,Rated Power Output In kW,354.90999999999997
SGU-Solar,Small Generation Unit - Solar Panel,3434,all-time,grand_total,Rated Power Output In kW,7205.1650000000045
SGU-Solar,Small Generation Unit - Solar Panel,3435,all-time,grand_total,Rated Power Output In kW,4726.81
SGU-Solar,Small Generation Unit - Solar Panel,3437,all-time,grand_total,Rated Power Output In kW,15517.807999999997
SGU-Solar,Small Generation Unit - Solar Panel,3438,all-time,grand_total,Rated Power Output In kW,3748.6989999999983
SGU-Solar,Small Generation Unit - Solar Panel,3440,all-time,grand_total,Rated Power Output In kW,2269.621000000001
SGU-Solar,Small Generation Unit - Solar Panel,3441,all-time,grand_total,Rated Power Output In kW,1637.181
SGU-Solar,Small Generation Unit - Solar Panel,3442,all-time,grand_total,Rated Power Output In kW,12668.118999999993
SGU-Solar,Small Generation Unit - Solar Panel,3444,all-time,grand_total,Rated Power Output In kW,14478.819000000003
SGU-Solar,Small Generation Unit - Solar Panel,3446,all-time,grand_total,Rated Power Output In kW,1621.7020000000005
SGU-Solar,Small Generation Unit - Solar Panel,3447,all-time,grand_total,Rated Power Output In kW,966.1880000000001
SGU-Solar,Small Generation Unit - Solar Panel,3448,all-time,grand_total,Rated Power Output In kW,1743.732000000001
SGU-Solar,Small Generation Unit - Solar Panel,3450,all-time,grand_total,Rated Power Output In kW,8812.260999999997
SGU-Solar,Small Generation Unit - Solar Panel,3451,all-time,grand_total,Rated Power Output In kW,8618.680000000004
SGU-Solar,Small Generation Unit - Solar Panel,3453,all-time,grand_total,Rated Power Output In kW,3290.305000000001
SGU-Solar,Small Generation Unit - Solar Panel,3458,all-time,grand_total,Rated Power Output In kW,4473.835
SGU-Solar,Small Generation Unit - Solar Panel,3460,all-time,grand_total,Rated Power Output In kW,4353.490999999999
SGU-Solar,Small Generation Unit - Solar Panel,3461,all-time,grand_total,Rated Power Output In kW,7641.961000000001
SGU-Solar,Small Generation Unit - Solar Panel,3462,all-time,grand_total,Rated Power Output In kW,1614.352
SGU-Solar,Small Generation Unit - Solar Panel,3463,all-time,grand_total,Rated Power Output In kW,4070.7029999999977
SGU-Solar,Small Generation Unit - Solar Panel,3464,all-time,grand_total,Rated Power Output In kW,1927.1750000000006
SGU-Solar,Small Generation Unit - Solar Panel,3465,all-time,grand_total,Rated Power Output In kW,13178.130000000001
SGU-Solar,Small Generation Unit - Solar Panel,3467,all-time,grand_total,Rated Power Output In kW,1899.2910000000004
SGU-Solar,Small Generation Unit - Solar Panel,3468,all-time,grand_total,Rated Power Output In kW,475.6090000000001
SGU-Solar,Small Generation Unit - Solar Panel,3469,all-time,grand_total,Rated Power Output In kW,598.7000000000002
SGU-Solar,Small Generation Unit - Solar Panel,3472,all-time,grand_total,Rated Power Output In kW,2157.115000000001
SGU-Solar,Small Generation Unit - Solar Panel,3475,all-time,grand_total,Rated Power Output In kW,496.395
SGU-Solar,Small Generation Unit - Solar Panel,3477,all-time,grand_total,Rated Power Output In kW,1184.7029999999995
SGU-Solar,Small Generation Unit - Solar Panel,3478,all-time,grand_total,Rated Power Output In kW,3689.9939999999992
SGU-Solar,Small Generation Unit - Solar Panel,3480,all-time,grand_total,Rated Power Output In kW,2924.5250000000005
SGU-Solar,Small Generation Unit - Solar Panel,3482,all-time,grand_total,Rated Power Output In kW,604.6550000000001
SGU-Solar,Small Generation Unit - Solar Panel,3483,all-time,grand_total,Rated Power Output In kW,1271.93
SGU-Solar,Small Generation Unit - Solar Panel,3485,all-time,grand_total,Rated Power Output In kW,377.30500000000006
SGU-Solar,Small Generation Unit - Solar Panel,3487,all-time,grand_total,Rated Power Output In kW,113.995
SGU-Solar,Small Generation Unit - Solar Panel,3488,all-time,grand_total,Rated Power Output In kW,83.13
SGU-Solar,Small Generation Unit - Solar Panel,3489,all-time,grand_total,Rated Power Output In kW,155.19499999999996
SGU-Solar,Small Generation Unit - Solar Panel,3490,all-time,grand_total,Rated Power Output In kW,1850.7700000000007
SGU-Solar,Small Generation Unit - Solar Panel,3491,all-time,grand_total,Rated Power Output In kW,164.495
SGU-Solar,Small Generation Unit - Solar Panel,3494,all-time,grand_total,Rated Power Output In kW,1898.8569999999995
SGU-Solar,Small Generation Unit - Solar Panel,3496,all-time,grand_total,Rated Power Output In kW,11055.819000000001
SGU-Solar,Small Generation Unit - Solar Panel,3498,all-time,grand_total,Rated Power Output In kW,11037.205999999996
SGU-Solar,Small Generation Unit - Solar Panel,3500,all-time,grand_total,Rated Power Output In kW,44389.64799999999
SGU-Solar,Small Generation Unit - Solar Panel,3501,all-time,grand_total,Rated Power Output In kW,5098.306
SGU-Solar,Small Generation Unit - Solar Panel,3502,all-time,grand_total,Rated Power Output In kW,337.295
SGU-Solar,Small Generation Unit - Solar Panel,3505,all-time,grand_total,Rated Power Output In kW,8557.954999999998
SGU-Solar,Small Generation Unit - Solar Panel,3506,all-time,grand_total,Rated Power Output In kW,10.42
SGU-Solar,Small Generation Unit - Solar Panel,3507,all-time,grand_total,Rated Power Output In kW,190.18499999999995
SGU-Solar,Small Generation Unit - Solar Panel,3509,all-time,grand_total,Rated Power Output In kW,313.96
SGU-Solar,Small Generation Unit - Solar Panel,3512,all-time,grand_total,Rated Power Output In kW,457.115
SGU-Solar,Small Generation Unit - Solar Panel,3515,all-time,grand_total,Rated Power Output In kW,4129.999999999999
SGU-Solar,Small Generation Unit - Solar Panel,3516,all-time,grand_total,Rated Power Output In kW,1052.975
SGU-Solar,Small Generation Unit - Solar Panel,3517,all-time,grand_total,Rated Power Output In kW,2499.798
SGU-Solar,Small Generation Unit - Solar Panel,3518,all-time,grand_total,Rated Power Output In kW,1842.928999999999
SGU-Solar,Small Generation Unit - Solar Panel,3520,all-time,grand_total,Rated Power Output In kW,193.28000000000003
SGU-Solar,Small Generation Unit - Solar Panel,3521,all-time,grand_total,Rated Power Output In kW,1117.3869999999997
SGU-Solar,Small Generation Unit - Solar Panel,3522,all-time,grand_total,Rated Power Output In kW,703.8320000000001
SGU-Solar,Small Generation Unit - Solar Panel,3523,all-time,grand_total,Rated Power Output In kW,7053.681
SGU-Solar,Small Generation Unit - Solar Panel,3525,all-time,grand_total,Rated Power Output In kW,2097.018
SGU-Solar,Small Generation Unit - Solar Panel,3527,all-time,grand_total,Rated Power Output In kW,1220.6380000000004
SGU-Solar,Small Generation Unit - Solar Panel,3529,all-time,grand_total,Rated Power Output In kW,134.945
SGU-Solar,Small Generation Unit - Solar Panel,3530,all-time,grand_total,Rated Power Output In kW,187.63999999999996
SGU-Solar,Small Generation Unit - Solar Panel,3531,all-time,grand_total,Rated Power Output In kW,209.035
SGU-Solar,Small Generation Unit - Solar Panel,3533,all-time,grand_total,Rated Power Output In kW,1253.11
SGU-Solar,Small Generation Unit - Solar Panel,3537,all-time,grand_total,Rated Power Output In kW,1971.461
SGU-Solar,Small Generation Unit - Solar Panel,3540,all-time,grand_total,Rated Power Output In kW,357.28000000000003
SGU-Solar,Small Generation Unit - Solar Panel,3542,all-time,grand_total,Rated Power Output In kW,201.275
SGU-Solar,Small Generation Unit - Solar Panel,3544,all-time,grand_total,Rated Power Output In kW,418.8100000000001
SGU-Solar,Small Generation Unit - Solar Panel,3546,all-time,grand_total,Rated Power Output In kW,593.135
SGU-Solar,Small Generation Unit - Solar Panel,3549,all-time,grand_total,Rated Power Output In kW,9911.928999999995
SGU-Solar,Small Generation Unit - Solar Panel,3550,all-time,grand_total,Rated Power Output In kW,40557.039
SGU-Solar,Small Generation Unit - Solar Panel,3551,all-time,grand_total,Rated Power Output In kW,53320.87000000001
SGU-Solar,Small Generation Unit - Solar Panel,3552,all-time,grand_total,Rated Power Output In kW,84.815
SGU-Solar,Small Generation Unit - Solar Panel,3554,all-time,grand_total,Rated Power Output In kW,6.390000000000001
SGU-Solar,Small Generation Unit - Solar Panel,3555,all-time,grand_total,Rated Power Output In kW,20456.257000000005
SGU-Solar,Small Generation Unit - Solar Panel,3556,all-time,grand_total,Rated Power Output In kW,13993.47800000001
SGU-Solar,Small Generation Unit - Solar Panel,3557,all-time,grand_total,Rated Power Output In kW,1091.7789999999998
SGU-Solar,Small Generation Unit - Solar Panel,3558,all-time,grand_total,Rated Power Output In kW,1392.4339999999995
SGU-Solar,Small Generation Unit - Solar Panel,3559,all-time,grand_total,Rated Power Output In kW,862.1
SGU-Solar,Small Generation Unit - Solar Panel,3561,all-time,grand_total,Rated Power Output In kW,8344.965999999997
SGU-Solar,Small Generation Unit - Solar Panel,3562,all-time,grand_total,Rated Power Output In kW,908.2049999999999
SGU-Solar,Small Generation Unit - Solar Panel,3563,all-time,grand_total,Rated Power Output In kW,1556.7349999999997
SGU-Solar,Small Generation Unit - Solar Panel,3564,all-time,grand_total,Rated Power Output In kW,27439.196999999986
SGU-Solar,Small Generation Unit - Solar Panel,3565,all-time,grand_total,Rated Power Output In kW,236.26999999999998
SGU-Solar,Small Generation Unit - Solar Panel,3566,all-time,grand_total,Rated Power Output In kW,1302.6199999999997
SGU-Solar,Small Generation Unit - Solar Panel,3567,all-time,grand_total,Rated Power Output In kW,2405.0600000000004
SGU-Solar,Small Generation Unit - Solar Panel,3568,all-time,grand_total,Rated Power Output In kW,6414.895000000001
SGU-Solar,Small Generation Unit - Solar Panel,3570,all-time,grand_total,Rated Power Output In kW,1079.2600000000002
SGU-Solar,Small Generation Unit - Solar Panel,3571,all-time,grand_total,Rated Power Output In kW,768.0569999999997
SGU-Solar,Small Generation Unit - Solar Panel,3572,all-time,grand_total,Rated Power Output In kW,566.9199999999998
SGU-Solar,Small Generation Unit - Solar Panel,3573,all-time,grand_total,Rated Power Output In kW,955.8550000000001
SGU-Solar,Small Generation Unit - Solar Panel,3575,all-time,grand_total,Rated Power Output In kW,1423.535
SGU-Solar,Small Generation Unit - Solar Panel,3576,all-time,grand_total,Rated Power Output In kW,203.952
SGU-Solar,Small Generation Unit - Solar Panel,3579,all-time,grand_total,Rated Power Output In kW,9559.543000000003
SGU-Solar,Small Generation Unit - Solar Panel,3580,all-time,grand_total,Rated Power Output In kW,1780.0600000000004
SGU-Solar,Small Generation Unit - Solar Panel,3581,all-time,grand_total,Rated Power Output In kW,319.62499999999994
SGU-Solar,Small Generation Unit - Solar Panel,3583,all-time,grand_total,Rated Power Output In kW,440.4800000000001
SGU-Solar,Small Generation Unit - Solar Panel,3584,all-time,grand_total,Rated Power Output In kW,2082.8750000000005
SGU-Solar,Small Generation Unit - Solar Panel,3585,all-time,grand_total,Rated Power Output In kW,16824.356999999996
SGU-Solar,Small Generation Unit - Solar Panel,3586,all-time,grand_total,Rated Power Output In kW,1427.5589999999997
SGU-Solar,Small Generation Unit - Solar Panel,3588,all-time,grand_total,Rated Power Output In kW,729.6850000000002
SGU-Solar,Small Generation Unit - Solar Panel,3589,all-time,grand_total,Rated Power Output In kW,965.2429999999997
SGU-Solar,Small Generation Unit - Solar Panel,3590,all-time,grand_total,Rated Power Output In kW,619.66
SGU-Solar,Small Generation Unit - Solar Panel,3591,all-time,grand_total,Rated Power Output In kW,239.18499999999997
SGU-Solar,Small Generation Unit - Solar Panel,3594,all-time,grand_total,Rated Power Output In kW,878.4749999999997
SGU-Solar,Small Generation Unit - Solar Panel,3595,all-time,grand_total,Rated Power Output In kW,801.5600000000001
SGU-Solar,Small Generation Unit - Solar Panel,3596,all-time,grand_total,Rated Power Output In kW,417.01500000000004
SGU-Solar,Small Generation Unit - Solar Panel,3597,all-time,grand_total,Rated Power Output In kW,1677.307
SGU-Solar,Small Generation Unit - Solar Panel,3599,all-time,grand_total,Rated Power Output In kW,512.0450000000001
SGU-Solar,Small Generation Unit - Solar Panel,3607,all-time,grand_total,Rated Power Output In kW,566.6549999999999
SGU-Solar,Small Generation Unit - Solar Panel,3608,all-time,grand_total,Rated Power Output In kW,5647.730000000001
SGU-Solar,Small Generation Unit - Solar Panel,3610,all-time,grand_total,Rated Power Output In kW,2981.6039999999985
SGU-Solar,Small Generation Unit - Solar Panel,3612,all-time,grand_total,Rated Power Output In kW,2746.905000000001
SGU-Solar,Small Generation Unit - Solar Panel,3614,all-time,grand_total,Rated Power Output In kW,1855.5500000000009
SGU-Solar,Small Generation Unit - Solar Panel,3616,all-time,grand_total,Rated Power Output In kW,9712.125000000004
SGU-Solar,Small Generation Unit - Solar Panel,3617,all-time,grand_total,Rated Power Output In kW,300.66
SGU-Solar,Small Generation Unit - Solar Panel,3618,all-time,grand_total,Rated Power Output In kW,1715.0200000000004
SGU-Solar,Small Generation Unit - Solar Panel,3619,all-time,grand_total,Rated Power Output In kW,457.52000000000015
SGU-Solar,Small Generation Unit - Solar Panel,3620,all-time,grand_total,Rated Power Output In kW,13747.301999999996
SGU-Solar,Small Generation Unit - Solar Panel,3621,all-time,grand_total,Rated Power Output In kW,4364.935000000001
SGU-Solar,Small Generation Unit - Solar Panel,3622,all-time,grand_total,Rated Power Output In kW,978.7000000000002
SGU-Solar,Small Generation Unit - Solar Panel,3623,all-time,grand_total,Rated Power Output In kW,1762.8450000000005
SGU-Solar,Small Generation Unit - Solar Panel,3624,all-time,grand_total,Rated Power Output In kW,1388.6549999999995
SGU-Solar,Small Generation Unit - Solar Panel,3629,all-time,grand_total,Rated Power Output In kW,11881.594000000006
SGU-Solar,Small Generation Unit - Solar Panel,3630,all-time,grand_total,Rated Power Output In kW,36177.48600000002
SGU-Solar,Small Generation Unit - Solar Panel,3631,all-time,grand_total,Rated Power Output In kW,27273.992999999995
