STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,35193,204036,239890,220853,157546,129558,987076,34.33%
VIC,7127,61849,60677,53033,38131,30273,251090,11.38%
QLD,31398,85875,76502,52487,32498,20372,299132,17.19%
SA,25222,57246,57137,56012,42982,33784,272383,40.78%
WA,2805,38478,58476,54579,40074,32956,227368,25.99%
TAS,636,11218,17212,17853,12891,11683,71493,35.07%
NT,199,974,1325,987,582,227,4294,5.32%
ACT,640,3229,3707,3098,2141,1543,14358,10.05%
TOTAL,103220,462905,514926,458902,326845,260396,2127194,24.19%
