STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,35893,198796,236916,227437,174758,158712,1032512,37.20%
VIC,4254,42440,42334,41262,29976,26109,186375,8.75%
QLD,32779,95081,82715,55709,34588,24093,324965,18.94%
SA,26761,58458,56916,56629,46260,40701,285725,44.54%
WA,1583,35480,56967,54453,42068,37352,227903,25.49%
TAS,332,10434,17014,17615,13946,13695,73036,37.65%
NT,94,436,1024,901,590,277,3322,3.81%
ACT,327,1742,2782,2411,1836,1362,10460,7.50%
TOTAL,102023,442867,496668,456417,344022,302301,2144298,25.00%
