corporate_group_name,sector,corporate_group_employee_count,employer_name,employer_abn,is_parent_organisation,employer_employee_count
"Netflix, Inc.",Private,279,Netflix Animation Studios Australia Pty Ltd,65006440777,No,209
NETWORK STRATA SERVICES PTY LIMITED,Private,141,NETWORK STRATA SERVICES PTY LIMITED,31064030324,Yes,100
New Hope Corporation Limited,Private,1189,Bengalla Management Pty Limited,41003713399,No,178
New Hope Corporation Limited,Private,1189,Bengalla Mining Company Pty Limited,32053909470,No,553
New Hope Corporation Limited,Private,1189,New Acland Coal Pty. Ltd.,90081022380,No,301
New Zealand Milk (Australasia) Pty Ltd,Private,1602,Australasian Food Holdings Pty Ltd,13107390876,No,187
New Zealand Milk (Australasia) Pty Ltd,Private,1602,Fonterra Australia Pty Ltd,52006483665,No,898
New Zealand Milk (Australasia) Pty Ltd,Private,1602,Fonterra Brands (Australia) Pty Ltd,80095181669,No,517
Newcastle Anglican Schools Corporation,Private,266,Bishop Tyrrell Anglican College,99268572029,No,130
Newcastle Anglican Schools Corporation,Private,266,Lakes Grammar An Anglican School,24765357415,No,127
NEWLANDS GROUP PTY LTD,Private,115,NEWLANDS EMPLOYMENT PTY LTD,55167317295,No,113
News Pty Limited,Private,4036,Australian News Channel Pty Ltd,28068954478,No,422
News Pty Limited,Private,4036,MEDIUM RARE CONTENT AGENCY PTY LTD,83169879921,No,192
News Pty Limited,Private,4036,Nationwide News Pty Limited,98008438828,No,2805
News Pty Limited,Private,4036,Nationwide Newspapers Pty Limited,54091766166,No,477
News Pty Limited,Private,4036,News Life Media Pty Limited,57088923906,No,140
NEX Building Group Pty Ltd,Private,1282,Admindirect Pty Limited,42114683868,No,653
NEX Building Group Pty Ltd,Private,1282,Arden Homes Pty Ltd,68146213970,No,88
NEX Building Group Pty Ltd,Private,1282,McDonald Jones Homes Pty Ltd,82003687232,No,162
NEX Building Group Pty Ltd,Private,1282,Steel Building Systems Australia Pty Ltd,93107106445,No,188
NEX Building Group Pty Ltd,Private,1282,Wilson Homes Tasmania Pty Ltd,96126636897,No,85
Nexia Edwards Marshall Pty Ltd,Private,112,Nexia Edwards Marshall Pty Ltd,62126016582,Yes,86
Nexia Perth Pty Ltd,Private,141,THE TRUSTEE FOR BRIDGE PARTNERS UNIT TRUST,14105426064,No,136
Nexia Sydney Pty Ltd,Private,191,NEXIA SYDNEY EMPLOYMENT PTY LTD,90677828901,No,188
NextEd Group Limited,Private,577,NextEd Group Limited,75105012066,Yes,425
NextEd Group Limited,Private,577,Redhill Education Limited,41119952493,No,144
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,CANBERRA PRIVATE HOSPITAL PTY LIMITED,51164995402,No,132
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,ETTARRE PTY LTD,28128586667,No,85
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,MONTSERRAT HEALTHCARE PTY LTD,57162843610,No,121
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,NM&IG DAY SURGERY PTY LTD,87107603396,No,98
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,SURGICAL EXCELLENCE SOUTHPORT PTY LTD,48616381269,No,132
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,Private,1528,VERMONT PRIVATE HOSPITAL PTY LTD,71606820937,No,97
Ngala Community Services,Private,315,Ngala Children's Services,31129500205,No,152
Ngala Community Services,Private,315,Ngala Community Services,35129500223,Yes,163
Ngarliyarndu Bindirri Aboriginal Corporation,Private,221,Ngarliyarndu Bindirri Aboriginal Corporation,67026946941,Yes,178
NH Foods Australia Pty Ltd,Private,1536,Oakey Beef Exports Pty Ltd,57009677598,No,732
NH Foods Australia Pty Ltd,Private,1536,Thomas Borthwick & Sons (Australia) Pty. Ltd.,12006525104,No,321
NH Foods Australia Pty Ltd,Private,1536,WHYALLA BEEF PTY LTD,73010527689,No,129
NH Foods Australia Pty Ltd,Private,1536,Wingham Beef Exports Pty Limited,19002954789,No,276
Nib Holdings Ltd,Private,1836,HONEYSUCKLE HEALTH PTY LTD,55637339694,No,142
Nib Holdings Ltd,Private,1836,N I B Health Funds Ltd,83000124381,No,1163
Nib Holdings Ltd,Private,1836,nib Thrive Pty Ltd,69624874219,No,261
Nib Holdings Ltd,Private,1836,Wng Services Pty Ltd,79128500998,No,166
Niche Environment and Heritage Pty Ltd,Private,172,Niche Environment and Heritage Pty Ltd,19137111721,Yes,120
NICHOLAS FAMILY TRUST,Private,954,NICHOLAS FAMILY TRUST,88392479947,Yes,511
NICHOLAS FAMILY TRUST,Private,954,STEEKIM NICHOLAS FAMILY TRUST,61346447008,No,443
Nick Scali Limited,Private,689,Nick Scali Limited,82000403896,Yes,663
NIKPOL PTY. LTD.,Private,136,NIKPOL PTY. LTD.,89005580665,Yes,126
Nine Entertainment Co. Holdings Limited,Private,5877,Caradvice.Com Pty Limited,84116608158,No,85
Nine Entertainment Co. Holdings Limited,Private,5877,Channel 9 South Australia Pty Limited,26007577880,No,125
Nine Entertainment Co. Holdings Limited,Private,5877,Domain Holdings Australia Limited,43094154364,No,872
Nine Entertainment Co. Holdings Limited,Private,5877,Fairfax Digital Australia & New Zealand Pty Limited,34087887456,No,128
Nine Entertainment Co. Holdings Limited,Private,5877,Fairfax Media Publications Pty Limited,33003357720,No,581
Nine Entertainment Co. Holdings Limited,Private,5877,Nine Entertainment Co. Pty Ltd,59122205065,No,3235
Nine Entertainment Co. Holdings Limited,Private,5877,Radio 2Gb Sydney Pty Ltd,89010853317,No,98
Nine Entertainment Co. Holdings Limited,Private,5877,Stan Entertainment Pty Ltd,94168856924,No,262
Nine Entertainment Co. Holdings Limited,Private,5877,The Age Company Pty Limited,85004262702,No,183
Nippon Paint Holdings Co. Ltd,Private,3776,B&D Australia Pty Ltd,25010473971,No,294
Nippon Paint Holdings Co. Ltd,Private,3776,DuluxGroup (Australia) Pty Ltd,67000049427,No,2928
Nippon Paint Holdings Co. Ltd,Private,3776,Inspirations,51624420079,No,154
Nippon Paint Holdings Co. Ltd,Private,3776,Lincoln Sentry Group Pty Ltd,59010624389,No,263
Nippon Paint Holdings Co. Ltd,Private,3776,Parchem Construction Supplies Pty Ltd,80069961968,No,135
Nippon Paper Industry,Private,2646,KCML Projects Pty Ltd,49082475438,No,83
Nippon Paper Industry,Private,2646,OPAL COMMERCIAL SERVICES PTY LTD,56637020467,No,226
Nippon Paper Industry,Private,2646,OPAL PACKAGING AUSTRALIA PTY LTD,77636682883,No,1564
Nippon Paper Industry,Private,2646,Paper Australia Pty Ltd,63061583533,No,514
Nippon Paper Industry,Private,2646,SPECIALTY PACKAGING GROUP PTY LTD,48005319666,No,245
Nirrumbuk Aboriginal Corporation,Private,156,No relevant subsidiary employers,,,
Nissan Motor Company Limited (Japan),Private,507,Nissan Casting Australia Pty Ltd,25005092704,No,121
Nissan Motor Company Limited (Japan),Private,507,Nissan Financial Services Australia Pty Ltd,70130046794,No,202
Nissan Motor Company Limited (Japan),Private,507,Nissan Motor Co. (Australia) Pty. Ltd.,54004663156,No,184
NN Bidco Pty Ltd,Private,571,Nucleus Network Pty Limited,39102450706,No,369
NN Bidco Pty Ltd,Private,571,Q-Pharm Pty Limited,70100312418,No,202
Nokia Solutions And Networks Australia Pty Ltd,Private,861,Nokia Solutions And Networks Australia Pty Ltd,74122172365,Yes,813
Northern Star Resources Ltd,Private,3865,Kalgoorlie Consolidated Gold Mines Pty Ltd,97009377619,No,976
Northern Star Resources Ltd,Private,3865,Northern Star (Carosue Dam) Pty Ltd,14116649122,No,715
Northern Star Resources Ltd,Private,3865,Northern Star Mining Services Pty Ltd,45149632968,No,1105
Northern Star Resources Ltd,Private,3865,Northern Star Resources Ltd,43092832892,Yes,1069
Northrop Grumman Australia Pty Limited,Private,787,Northrop Grumman Australia Pty Limited,78156458981,Yes,646
Northrop Grumman Australia Pty Limited,Private,787,Northrop Grumman Integrated Defence Services Pty Limited,53090673466,No,141
Noumi Limited,Private,481,Noumi Ingleburn PTY LTD,79600569382,No,92
Noumi Limited,Private,481,Noumi Operations Pty Ltd,99089982392,No,154
Noumi Limited,Private,481,Pactum Dairy Group Pty. Ltd.,67158174442,No,198
Nous Group International Pty Ltd,Private,642,Nous Group Pty. Ltd.,66086210344,No,597
Nova Entertainment Pty Ltd,Private,482,Nova Entertainment Pty Ltd,75093553989,Yes,185
NRI Australia Holdings Pty Ltd,Private,1896,Australian Investment Exchange Limited,71076515930,No,230
NRI Australia Holdings Pty Ltd,Private,1896,Group 10 Consulting Pty Limited,36163479883,No,96
NRI Australia Holdings Pty Ltd,Private,1896,NRI Australia Limited,57070045117,No,778
NRI Australia Holdings Pty Ltd,Private,1896,Planit Test Management Solutions Pty Ltd,61079209135,No,547
NRI Australia Holdings Pty Ltd,Private,1896,Velrada Capital Pty Ltd,38136050701,No,195
NRW Holdings Limited,Private,5657,Action Drill & Blast Pty Ltd,13144682413,No,436
NRW Holdings Limited,Private,5657,Actionblast Pty Ltd,18058473331,No,90
NRW Holdings Limited,Private,5657,Diab Engineering Pty Ltd,95611036689,No,360
NRW Holdings Limited,Private,5657,Golding Group Pty Limited,97129247025,No,2396
NRW Holdings Limited,Private,5657,NRW Contracting Pty Ltd,88008766407,No,194
NRW Holdings Limited,Private,5657,Primero Group Limited,96149964045,No,831
NRW Holdings Limited,Private,5657,RCR Mining Technologies Pty Ltd,41107724274,No,429
NRW Holdings Limited,Private,5657,The Trustee For NRW Unit Trust,69828799317,No,772
NSW Business Chamber Limited,Private,2156,ABILITY PLUS DISABILITY SERVICES PTY LTD,72614419546,No,227
NSW Business Chamber Limited,Private,2156,Alliance Health Services Group Pty Limited,19100736294,No,1005
NSW Business Chamber Limited,Private,2156,NSW Business Chamber Limited,63000014504,Yes,830
NTT Australia Pty Ltd,Private,1297,Ntt Australia Digital Pty Ltd,31100103268,No,205
NTT Australia Pty Ltd,Private,1297,NTT Australia Pty Ltd,65003371239,Yes,995
NUDO GROUP PTY LTD,Private,271,NUDO CATERING PTY LTD,79660158663,No,270
Nufarm Limited,Private,558,Croplands Equipment Pty Ltd,95006450184,No,86
Nufarm Limited,Private,558,Nufarm Australia Limited,80004377780,No,400
Nutrano Produce Group Pty Ltd,Private,338,Seven Fields Pty Ltd,58105363120,No,318
NW People Group Pty Ltd,Private,2664,Labour Hire No 3 Pty Ltd,37638085122,No,939
NW People Group Pty Ltd,Private,2664,NW Labour Hire No 1 Pty Ltd,52137454196,No,175
NW People Group Pty Ltd,Private,2664,NW Labour Hire No 2 Pty Ltd,36149524318,No,1442
NW People Group Pty Ltd,Private,2664,NW People Group Pty Ltd,47134737812,Yes,103
NYORAH PTY LTD,Private,1411,Bookah Family Trust,29485700240,No,267
NYORAH PTY LTD,Private,1411,R J HOSKING FAMILY TRUST,24792235003,No,484
NYORAH PTY LTD,Private,1411,The Stead Park Family Trust,29498724073,No,158
NYORAH PTY LTD,Private,1411,The Trustee For Scott Hosking Family Trust,81475428495,No,321
NYORAH PTY LTD,Private,1411,The Trustee For The Bellarine Ollies Unit Trust,43732438538,No,120
Nyrstar Australia Pty Ltd,Private,1370,Nyrstar Hobart Pty Ltd,49124818113,No,545
Nyrstar Australia Pty Ltd,Private,1370,Nyrstar Port Pirie Pty Ltd,31008046428,No,795
Oâ€™Connor Marsden & Associates Pty Ltd,Private,115,Oâ€™Connor Marsden & Associates Pty Ltd,94135783792,Yes,98
OCS Group Australia Pty Ltd,Private,583,OCS Services Pty Ltd,88100520296,No,506
Octastar Pty Ltd,Private,148,No relevant subsidiary employers,,,
OIG Holdings Pty Ltd,Private,110,No relevant subsidiary employers,,,
Oji Oceania Management (Aus) Pty Ltd,Private,315,Oji Fibre Solutions (Aus) Pty Ltd,36050218221,No,177
Oji Oceania Management (Aus) Pty Ltd,Private,315,Oji Fibre Solutions (Qld) Pty Ltd,63615258234,No,110
OKR Technical Services Australia Pty Ltd,Private,246,FES Coal Pty Ltd,35626773911,No,215
Olam Orchards Australia Pty Ltd,Private,231,Olam Orchards Australia Pty Ltd,15139442532,Yes,210
Oliver Hume Corporation Pty Ltd,Private,134,No relevant subsidiary employers,,,
OMN Investments Pty Ltd,Private,1539,Nilsen (NSW) Pty Ltd,67115075119,No,153
OMN Investments Pty Ltd,Private,1539,Nilsen (Qld) Pty Ltd,50115075048,No,133
OMN Investments Pty Ltd,Private,1539,Nilsen (SA) Pty Ltd,82007873387,No,233
OMN Investments Pty Ltd,Private,1539,Nilsen (VIC) Pty Ltd,57004139904,No,572
OMN Investments Pty Ltd,Private,1539,Nilsen (WA) Pty. Ltd.,50008703802,No,341
Oncall Language Services Pty Ltd,Private,3152,Oncall Language Services Pty Ltd,50151001777,Yes,84
Oncall Language Services Pty Ltd,Private,3152,The Trustee For Oncall Operations Unit Trust,58511205908,No,3068
One Diversified (Aust.) Pty Ltd,Private,279,One Diversified (Aust.) Pty Ltd,66006415229,Yes,263
One Hood Sweeney Pty Ltd,Private,125,No relevant subsidiary employers,,,
Onefortyone Plantations Holdings Pty Ltd,Private,413,Onefortyone Plantations Pty Ltd,38159689988,No,99
Onefortyone Plantations Holdings Pty Ltd,Private,413,Onefortyone Wood Products Pty Ltd,80621555682,No,314
Onex Corporation,Private,257,EHG SERVICES PTY LTD,61638543754,No,178
Online Education Services Pty Ltd,Private,1233,Gradability Pty Ltd,86117850281,No,85
Online Education Services Pty Ltd,Private,1233,Online Education Services Pty Ltd,75148177959,Yes,1148
Ooh!Media Limited,Private,788,Ooh!Media Operations Pty Limited,44094713210,No,621
Ooh!Media Limited,Private,788,Ooh!Media Street Furniture Pty Limited,77000081872,No,167
Open Text Corporation,Private,285,Micro Focus Australia Pty Ltd,73614548346,No,81
Open Text Corporation,Private,285,Open Text Pty Ltd,98071903010,No,204
Openway Food Co. Pty Ltd,Private,150,Annex Foods Pty Ltd,48164060173,No,86
Opus Group Pty Ltd,Private,412,Griffin Printing Press Pty Ltd,34086158894,No,99
Opus Group Pty Ltd,Private,412,Ligare Pty Ltd,51001787275,No,84
Opus Group Pty Ltd,Private,412,Mcpherson'S Printing Pty. Ltd.,36004911308,No,169
Oracle Corporation Australia Pty Limited,Private,2145,Oracle Corporation Australia Pty Limited,80003074468,Yes,1552
Oracle Corporation Australia Pty Limited,Private,2145,Oracle Global Services Australia Pty Ltd,43632743689,No,593
Orica Limited,Private,2986,Groundprobe Pty Ltd,46095991549,No,123
Orica Limited,Private,2986,Orica Australia Pty Ltd,99004117828,No,2801
Origin Energy Limited,Private,5580,MyConnect Trading Pty Ltd,65627003605,No,136
Origin Energy Limited,Private,5580,Origin Energy Eraring Services Pty Ltd,24164403516,No,218
Origin Energy Limited,Private,5580,Origin Energy People Services Pty Ltd,37669082213,No,4033
Origin Energy Limited,Private,5580,Origin Energy Upstream People Services Pty Ltd,39669081476,No,1052
Origin Energy Limited,Private,5580,Residential Connections Pty Ltd,63612925434,No,132
Orikan Group Pty Ltd,Private,321,Orikan Australia Pty Ltd,73075154755,No,185
Orikan Group Pty Ltd,Private,321,Orikan Group Pty Ltd,77620056715,Yes,136
Orion Consulting Engineers Pty. Ltd.,Private,113,Orion Consulting Engineers Pty. Ltd.,25604069981,Yes,106
Orontide Group Limited,Private,262,No relevant subsidiary employers,,,
Orora Limited,Private,887,Orora Packaging Australia Pty Ltd,32165443667,No,883
ORRO PTY LTD,Private,364,ORRO PTY LTD,72111999663,Yes,268
ORRO PTY LTD,Private,364,REMOTE PTY LTD,21086319146,No,96
Oscars Hotels Pty Ltd,Private,1293,Darghaw 2 Pty Ltd,88632004696,No,535
Oscars Hotels Pty Ltd,Private,1293,Darghaw 3 Pty Ltd,59636191494,No,242
Oscars Hotels Pty Ltd,Private,1293,Darghaw 4 Pty Ltd,51636192204,No,254
Oscars Hotels Pty Ltd,Private,1293,The Trustee For T.h.e.discretionary Trust,47899639216,No,138
Otis Elevator Company Pty Ltd,Private,896,Otis Elevator Company Pty Ltd,56002873065,Yes,824
Outsourcing Incorporated,Private,7627,Hoban Recruitment Pty Ltd,88052201313,No,7577
Ovolo Woolloomooloo Wharf Pty Limited,Private,604,Canberra Ovolo Hh Pty Ltd,94623554889,No,130
Ovolo Woolloomooloo Wharf Pty Limited,Private,604,Fortitude Valley Management Pty Ltd,34624317522,No,133
Ovolo Woolloomooloo Wharf Pty Limited,Private,604,MN SOUTH YARRA MANAGEMENT PTY LTD,34628624751,No,116
Ovolo Woolloomooloo Wharf Pty Limited,Private,604,Ovolo Woolloomooloo Wharf Pty Limited,53088733975,Yes,173
Oxanda Education Pty Ltd,Private,640,Loxiva Pty Ltd,37663541802,No,163
Oxanda Education Pty Ltd,Private,640,Roxela Pty Ltd,90654327901,No,120
Oxanda Education Pty Ltd,Private,640,Voxark Pty Ltd,59652352102,No,281
P.v Aathreya & Others,Private,379,P.v Aathreya & Others,70843523318,Yes,229
P.v Aathreya & Others,Private,379,The Trustee For Jws Services Trust,73829311676,No,150
P20 ESG ACQUISITION PTY LTD,Private,492,AYERS PAYROLL AND CONTRACTOR SERVICES PTY LTD,55161137346,No,100
P20 ESG ACQUISITION PTY LTD,Private,492,PEOPLE 2.0 AUSTRALIA ( ESS) PTY LTD,24091536364,No,267
Paccar Australia Pty. Ltd.,Private,1360,Paccar Australia Pty. Ltd.,43004669667,Yes,1324
Pacific Energy Group Holdings Ltd,Private,639,Pacific Energy Pty Ltd,48081538258,No,261
Pacific Energy Group Holdings Ltd,Private,639,PACIFIC ENERGY RENEWABLES WA PTY LTD,29609605987,No,253
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Administrative Services Pty Ltd,12114921809,No,141
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Facility Management Pty Ltd,52008516765,No,600
Pacific Invest December 2004 Pty. Ltd.,Private,16491,ISS Facility Services Australia Limited,87001827041,No,2536
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Health Services Pty Limited,98109689223,No,2697
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Integrated Services Pty Limited,12001806097,No,1604
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Property Services Pty Limited,32003562203,No,5009
Pacific Invest December 2004 Pty. Ltd.,Private,16491,Iss Security Pty Limited,14001375186,No,3827
Pacific Smiles Group Limited,Private,1733,Pacific Smiles Group Limited,42103087449,Yes,1720
Pact Group Holdings Ltd,Private,1871,Alto Manufacturing Pty Ltd,48140052188,No,109
Pact Group Holdings Ltd,Private,1871,Astron Plastics Pty Limited,86151143252,No,81
Pact Group Holdings Ltd,Private,1871,Australian Pharmaceutical Manufacturers Pty Ltd,87100038720,No,90
Pact Group Holdings Ltd,Private,1871,Jalco Australia Pty. Limited,45075091833,No,104
Pact Group Holdings Ltd,Private,1871,Packaging Employees Pty Limited,82075176671,No,101
Pact Group Holdings Ltd,Private,1871,Vip Plastic Packaging Pty Ltd,98095313705,No,620
Pact Group Holdings Ltd,Private,1871,Viscount Plastics (Australia) Pty Ltd,76007862393,No,80
PAH Oceania BV,Private,298,Zoetis Australia Pty Ltd,94156476425,No,194
PAH Oceania BV,Private,298,Zoetis Australia Research and Manufacturing,32158433053,No,104
Pallion Hr Pty Ltd,Private,327,Pallion Hr Pty Ltd,56607461585,Yes,286
Pandrol Australia Pty Ltd,Private,199,Intercast & Forge Pty Limited,28090515334,No,140
