"State","16-17","18-24","25-34","35-44","45-54","55-64","65+","Total","% of ABS Estimated Population"
NSW,477,9455,38900,49615,46210,46829,70102,261588,8.7%
VIC,331,16271,64830,61699,51210,45110,53165,292616,12.4%
QLD,369,10083,40984,46811,43949,41016,49483,232695,12.6%
SA,3200,13869,22681,19761,19781,19739,27910,126941,18.4%
WA,141,8332,37065,36139,32645,28884,32232,175438,17.7%
TAS,46,2048,6111,6288,6625,6797,7397,35312,17.0%
NT,7,433,2341,2140,1760,1304,787,8772,10.1%
ACT,36,1617,6244,5574,4343,3634,4149,25597,16.5%
TOTAL,4607,62108,219156,228027,206523,193313,245225,1158959,12.4%
