State,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,138,3925,18322,25987,30309,32902,59595,171178,5.8%
VIC,108,5164,30726,35098,34470,32271,44469,182306,7.9%
QLD,122,2999,17045,23659,27560,28234,43418,143037,7.8%
SA,3011,9119,13962,11991,13751,14219,23739,89792,13.4%
WA,28,2692,17363,19921,21590,20645,28038,110277,10.8%
TAS,11,563,2695,3163,3816,4540,6394,21182,10.4%
NT,0,110,845,1080,1148,1029,808,5020,5.0%
ACT,9,594,3351,3397,3212,2801,3502,16866,11.1%
TOTAL,3427,25166,104309,124296,135856,136641,209963,739658,8.0%
