STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,55203,204725,238288,225498,168471,146114,1038299,38.19%
VIC,7186,43648,43603,39911,28926,24443,187717,9.06%
QLD,45711,92384,80360,53307,33140,21975,326877,19.64%
SA,29264,56628,56037,56011,44497,37633,280070,44.28%
WA,2835,40481,58192,54862,41304,34960,232634,27.13%
TAS,594,11967,17228,17737,13491,12712,73729,38.39%
NT,130,493,1097,902,572,261,3455,4.02%
ACT,406,1933,2775,2453,1818,1282,10667,7.84%
TOTAL,141329,452259,497580,450681,332219,279380,2153448,25.76%
