STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,56777,205301,238287,225344,167887,145224,1038820,38.21%
VIC,7597,43651,43639,39790,28930,24277,187884,9.06%
QLD,46830,92113,80144,53096,33069,21795,327047,19.66%
SA,29106,56297,55758,55803,44322,37315,278601,44.05%
WA,2927,40917,58298,54891,41300,34784,233117,27.19%
TAS,629,12090,17254,17717,13469,12646,73805,38.43%
NT,126,498,1111,897,566,261,3459,4.03%
ACT,412,1956,2779,2445,1821,1278,10691,7.85%
TOTAL,144404,452823,497270,449983,331364,277580,2153424,25.76%
