STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,56217,211917,241442,218597,150170,118213,996556,35.36%
VIC,11193,65028,61814,51484,36546,27966,254031,11.79%
QLD,44634,82844,75098,50393,30835,18400,302204,17.85%
SA,28080,56064,57018,55614,41339,30851,268966,40.82%
WA,4613,44389,60437,55300,39192,30623,234554,27.71%
TAS,1035,12886,17628,17957,12421,10776,72703,36.05%
NT,252,1093,1390,1010,572,213,4530,5.76%
ACT,817,3482,3605,3091,2152,1443,14590,10.41%
TOTAL,146841,477703,518432,453446,313227,238485,2148134,25.00%
