STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,183,7963,32065,40744,37512,39521,53035,211023,7.09%
VIC,395,20927,55330,54006,41529,37428,39128,248743,10.80%
QLD,379,13687,36556,41924,38160,35657,36994,203357,11.18%
SA,2150,13235,16171,17227,16745,17220,21076,103824,15.17%
WA,171,14542,33951,33127,29488,25976,24566,161821,17.58%
TAS,115,2640,5326,5892,5984,6073,5400,31430,15.12%
NT,20,763,2236,1929,1650,1144,554,8296,9.89%
ACT,61,2079,5378,4536,3605,3026,2954,21639,14.58%
TOTAL,3474,75836,187013,199385,174673,166045,183707,990133,10.83%
