STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,83,3290,14933,22810,24426,27475,44654,137671,4.79%
VIC,105,7593,26660,31880,27810,26408,32073,152529,6.86%
QLD,90,4888,15567,22824,24179,25088,32732,125368,7.00%
SA,2185,8474,8584,10635,11240,12184,17802,71104,10.80%
WA,64,6139,16358,19534,19617,18850,21618,102180,10.85%
TAS,22,918,2435,3069,3536,4166,4715,18861,9.52%
NT,8,226,881,1039,1074,980,559,4767,5.28%
ACT,21,905,2810,2863,2668,2285,2441,13993,9.63%
TOTAL,2578,32433,88228,114654,114550,117436,156594,626473,7.02%
