STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3961,143673,227152,223786,180095,182646,961313,32.40%
VIC,4856,41867,62522,51731,41058,40530,242564,10.50%
QLD,4475,80616,80995,61343,38402,30644,296475,16.30%
SA,27612,60956,60810,58753,49184,49195,306510,44.90%
WA,1918,19814,51836,55103,43975,45990,218636,22.70%
TAS,572,5331,15220,16974,14510,15935,68542,33.00%
NT,155,656,1143,1022,632,335,3943,4.70%
ACT,604,2484,3797,3126,2281,2112,14404,9.40%
TOTAL,44153,355397,503475,471838,370137,367387,2112387,23.00%
