STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1257,143450,224734,228286,194209,221231,1013167,35.30%
VIC,1525,29651,43128,39290,32437,34343,180374,8.10%
QLD,1274,88123,89931,65611,41090,35325,321354,18.00%
SA,30509,66266,64399,61103,52635,58651,333563,50.50%
WA,711,17323,50881,54581,45835,51653,220984,22.60%
TAS,176,4702,15290,16797,15481,18487,70933,35.00%
NT,37,334,813,970,647,392,3193,3.40%
ACT,194,1300,2584,2504,1942,1823,10347,6.90%
TOTAL,35683,351149,491760,469142,384276,421905,2153915,24.00%
