STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,316,11538,27383,33888,30379,32633,34077,170214,6.19%
VIC,522,20175,35062,35438,29666,26003,22479,169345,8.16%
QLD,529,14538,25833,28233,28412,26882,22096,146523,9.17%
SA,3261,8048,8672,9838,9997,10707,11226,61749,9.72%
WA,350,13129,20835,20971,19551,16753,13653,105242,12.99%
TAS,109,2298,3320,3798,4277,4066,3006,20874,10.58%
NT,23,694,1664,1502,1020,676,276,5855,8.21%
ACT,74,1681,3109,2661,2234,1961,1458,13178,9.90%
TOTAL,5184,72101,125878,136329,125536,119681,108271,692980,8.38%
